,id,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,accommodates,bathrooms,bedrooms,beds,price,availability_365,number_of_reviews,review_scores_rating,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value
9586,6716695,Williamsburg,Brooklyn,40.70872822100644,-73.95219341993652,2,1.0,1.0,1.0,$65.00,0,107,92.0,9.0,10.0,10.0,9.0,9.0
10313,7222493,Harlem,Manhattan,40.82154837713008,-73.95517043786492,1,1.0,1.0,1.0,$78.00,365,27,97.0,10.0,10.0,10.0,9.0,10.0
4888,3066892,Greenpoint,Brooklyn,40.72690646544978,-73.94040545715693,4,1.0,1.0,0.0,$149.00,365,5,96.0,10.0,10.0,9.0,10.0,9.0
10798,7575347,Greenpoint,Brooklyn,40.72314270427764,-73.94071180509371,4,1.0,2.0,2.0,$180.00,365,14,91.0,9.0,10.0,10.0,10.0,10.0
8567,5945548,Inwood,Manhattan,40.87092778265893,-73.91737048176462,2,1.0,1.0,1.0,$155.00,0,6,100.0,10.0,10.0,10.0,10.0,10.0
7593,4956293,South Slope,Brooklyn,40.66598686507052,-73.98689751172041,2,1.0,0.0,1.0,$120.00,0,149,93.0,10.0,10.0,10.0,10.0,9.0
10316,7224028,Bushwick,Brooklyn,40.68928921142626,-73.90484253082393,2,1.0,1.0,1.0,$36.00,0,3,100.0,8.0,10.0,10.0,10.0,10.0
3822,2081394,Lower East Side,Manhattan,40.71863647998979,-73.98496228328555,2,1.0,1.0,0.0,$190.00,0,2,60.0,2.0,6.0,6.0,6.0,4.0
35659,23990128,Long Island City,Queens,40.75459909406704,-73.93643206368684,1,1.0,1.0,1.0,$48.00,0,2,90.0,9.0,8.0,9.0,10.0,10.0
16376,11753760,South Slope,Brooklyn,40.66736365047513,-73.98772747521896,2,1.0,1.0,1.0,$140.00,297,118,98.0,10.0,10.0,10.0,10.0,10.0
13797,9644430,Bedford-Stuyvesant,Brooklyn,40.68672629034195,-73.958285020358,2,1.5,1.0,1.0,$45.00,0,1,80.0,8.0,10.0,10.0,10.0,10.0
8672,6071456,Crown Heights,Brooklyn,40.674063194913565,-73.9523352261598,4,1.0,1.0,2.0,$149.00,365,16,93.0,8.0,10.0,10.0,9.0,9.0
4762,2919885,East Flatbush,Brooklyn,40.6526746480036,-73.9485020322604,2,1.0,2.0,1.0,$115.00,0,5,88.0,9.0,9.0,10.0,8.0,9.0
37229,25110742,Midtown,Manhattan,40.7558092286793,-73.96604648348024,2,1.0,1.0,1.0,$190.00,176,5,100.0,10.0,10.0,10.0,10.0,10.0
41385,27936839,Williamsburg,Brooklyn,40.70698424965909,-73.9429525404763,2,1.5,1.0,1.0,$110.00,110,1,100.0,10.0,10.0,10.0,10.0,10.0
11655,8168619,East Elmhurst,Queens,40.77005641636278,-73.87682949827513,4,1.0,1.0,2.0,$46.00,166,486,96.0,10.0,10.0,10.0,10.0,10.0
36402,24538208,East Village,Manhattan,40.7292615140829,-73.98455561949065,1,1.0,0.0,1.0,$101.00,365,16,97.0,10.0,10.0,10.0,10.0,10.0
21555,15433822,Upper East Side,Manhattan,40.777765073063605,-73.94914407899338,2,1.0,1.0,1.0,$100.00,0,13,94.0,10.0,10.0,10.0,10.0,9.0
44554,29761836,Williamsburg,Brooklyn,40.709647051022365,-73.96283742274505,4,1.0,1.0,2.0,$145.00,209,17,87.0,10.0,8.0,9.0,10.0,9.0
21724,15549056,East Harlem,Manhattan,40.8083151168674,-73.93888604477505,5,1.0,1.0,3.0,$200.00,165,52,100.0,10.0,10.0,10.0,9.0,10.0
35041,23606434,Williamsburg,Brooklyn,40.718492158248935,-73.95053473784938,3,1.0,1.0,1.0,$175.00,0,2,100.0,10.0,9.0,10.0,10.0,10.0
23173,16436304,Elmhurst,Queens,40.73826830870233,-73.87843354434509,2,1.0,1.0,1.0,$179.00,0,100,99.0,10.0,10.0,10.0,9.0,10.0
17802,12986700,Williamsburg,Brooklyn,40.72113280054811,-73.95573986851811,4,2.0,2.0,2.0,$350.00,0,3,100.0,10.0,10.0,10.0,10.0,10.0
29387,20714171,Hell's Kitchen,Manhattan,40.755063584483175,-73.99709336530933,4,1.0,2.0,2.0,$350.00,170,48,98.0,10.0,10.0,10.0,10.0,10.0
8227,5604704,Crown Heights,Brooklyn,40.67644311195656,-73.95991387293137,4,1.0,1.0,2.0,$160.00,335,120,92.0,9.0,10.0,10.0,10.0,9.0
42979,28956172,Chinatown,Manhattan,40.71786144402834,-73.99664457956962,4,1.0,2.0,2.0,$300.00,0,9,100.0,10.0,10.0,10.0,10.0,9.0
43154,29038846,Midtown,Manhattan,40.74894257142936,-73.98222317200585,4,1.5,2.0,2.0,$499.00,141,10,100.0,10.0,10.0,10.0,10.0,10.0
10933,7669319,Prospect Heights,Brooklyn,40.672932878317255,-73.966776511731,2,1.0,0.0,1.0,$99.00,180,9,98.0,10.0,10.0,10.0,10.0,10.0
31770,21825923,West Village,Manhattan,40.73157741554753,-74.00151464781001,2,1.5,1.0,1.0,$101.00,62,62,95.0,10.0,10.0,10.0,10.0,9.0
44721,29844533,Chelsea,Manhattan,40.744419216193386,-73.9990760587656,2,1.0,1.0,2.0,$220.00,0,1,100.0,10.0,8.0,10.0,10.0,10.0
18533,13369841,Lower East Side,Manhattan,40.717750851964894,-73.98611712415575,2,1.0,1.0,1.0,$99.00,365,22,94.0,9.0,10.0,10.0,10.0,9.0
19913,14065821,Midtown,Manhattan,40.75298365387315,-73.98873669810409,3,1.0,1.0,1.0,$170.00,365,3,100.0,10.0,9.0,10.0,10.0,9.0
14541,9973654,Upper West Side,Manhattan,40.78590473692911,-73.97789783582914,2,1.0,1.0,1.0,$95.00,0,1,80.0,6.0,8.0,8.0,10.0,10.0
12390,8760775,Murray Hill,Manhattan,40.7493999719911,-73.97822645102141,1,1.0,1.0,1.0,$111.00,0,4,95.0,7.0,10.0,10.0,10.0,10.0
46907,30556911,Williamsburg,Brooklyn,40.7109616653445,-73.95847499815213,4,1.0,2.0,2.0,$114.00,85,1,100.0,10.0,10.0,10.0,10.0,10.0
20567,14579123,Bedford-Stuyvesant,Brooklyn,40.68465336835072,-73.95644027313557,2,1.0,1.0,1.0,$55.00,75,30,96.0,10.0,10.0,10.0,10.0,10.0
1849,763809,Flatbush,Brooklyn,40.642319797266765,-73.95719927669049,1,1.0,1.0,1.0,$55.00,338,64,98.0,10.0,10.0,10.0,9.0,10.0
47573,30859271,Sunset Park,Brooklyn,40.64650027746149,-74.01454249409817,2,1.0,1.0,1.0,$55.00,150,1,80.0,8.0,8.0,8.0,8.0,8.0
657,231194,Fort Greene,Brooklyn,40.68495176519439,-73.97337845854658,6,1.0,2.0,3.0,$199.00,298,285,92.0,9.0,10.0,10.0,10.0,9.0
310,64837,East Village,Manhattan,40.72321303184927,-73.981574084136,2,1.0,1.0,1.0,$68.00,63,190,91.0,9.0,10.0,10.0,10.0,10.0
5514,3627106,Hell's Kitchen,Manhattan,40.76385310994731,-73.9904971286862,5,1.0,1.0,2.0,$199.00,41,35,96.0,9.0,10.0,10.0,10.0,9.0
36562,24655093,Harlem,Manhattan,40.80873699729328,-73.94166860602047,9,1.0,3.0,5.0,$300.00,41,2,100.0,10.0,10.0,10.0,9.0,9.0
15278,10500406,Upper East Side,Manhattan,40.76574300329913,-73.95914948750746,2,1.0,1.0,1.0,$80.00,0,5,100.0,10.0,10.0,10.0,10.0,10.0
45686,30186858,Cypress Hills,Brooklyn,40.68041031027059,-73.87389779817555,1,1.0,1.0,0.0,$30.00,63,2,80.0,6.0,10.0,9.0,8.0,9.0
44435,29703513,NoHo,Manhattan,40.72584502130896,-73.99328207618615,2,1.0,1.0,1.0,$230.00,83,1,80.0,4.0,10.0,10.0,10.0,8.0
3295,1738513,Two Bridges,Manhattan,40.70910812868564,-73.99684954095044,2,1.0,1.0,1.0,$180.00,87,16,91.0,9.0,9.0,9.0,9.0,9.0
36328,24473910,Upper West Side,Manhattan,40.79984002186054,-73.97050699362794,2,1.0,1.0,1.0,$150.00,0,6,93.0,10.0,10.0,9.0,10.0,9.0
32060,21934601,Gowanus,Brooklyn,40.67787123677177,-73.9863508905777,2,1.0,1.0,1.0,$70.00,0,1,100.0,10.0,10.0,10.0,10.0,10.0
7804,5141171,Harlem,Manhattan,40.8244570056809,-73.94722500372555,3,1.0,1.0,1.0,$75.00,14,30,95.0,9.0,10.0,10.0,9.0,9.0
11683,8190747,Woodside,Queens,40.74715460011835,-73.91104487660185,1,0.5,1.0,1.0,$75.00,365,1,100.0,10.0,10.0,10.0,10.0,10.0
7860,5211090,Kips Bay,Manhattan,40.74041256408155,-73.981762513648,2,1.0,1.0,1.0,$225.00,0,2,100.0,10.0,10.0,10.0,10.0,10.0
38541,26136327,Crown Heights,Brooklyn,40.67630320167064,-73.95756956436799,2,1.0,1.0,1.0,$90.00,178,11,95.0,10.0,10.0,10.0,9.0,9.0
30005,21044649,Norwood,Bronx,40.87759366772662,-73.88458637390791,1,1.0,2.0,0.0,$42.00,60,3,100.0,9.0,10.0,10.0,10.0,10.0
30395,21243952,Jamaica,Queens,40.70288158418291,-73.81531472536683,2,1.0,1.0,1.0,$135.00,365,1,80.0,6.0,10.0,10.0,8.0,8.0
9497,6662511,Prospect Heights,Brooklyn,40.67678725061712,-73.96502187615407,4,1.0,2.0,3.0,$195.00,338,28,95.0,10.0,10.0,10.0,10.0,10.0
40744,27551227,Vinegar Hill,Brooklyn,40.69949312612488,-73.9831884440165,2,1.0,1.0,1.0,$116.00,0,1,100.0,10.0,10.0,10.0,10.0,10.0
6488,4315934,Bedford-Stuyvesant,Brooklyn,40.67920127661565,-73.90937124911062,2,1.0,1.0,1.0,$75.00,124,2,90.0,7.0,10.0,10.0,9.0,10.0
11065,7746872,East Harlem,Manhattan,40.78823801288261,-73.94687417930699,5,1.0,2.0,2.0,$195.00,320,94,81.0,8.0,9.0,8.0,8.0,8.0
34852,23456621,Jamaica,Queens,40.67182989218911,-73.78025305132766,3,1.0,1.0,1.0,$60.00,178,74,95.0,10.0,9.0,9.0,10.0,10.0
7005,4645824,Prospect-Lefferts Gardens,Brooklyn,40.658589403700745,-73.96195651086148,1,1.0,1.0,1.0,$40.00,63,9,100.0,10.0,10.0,10.0,10.0,10.0
6908,4593770,Jackson Heights,Queens,40.7540060128208,-73.88236037179882,4,1.0,1.0,2.0,$100.00,129,20,99.0,10.0,10.0,10.0,10.0,10.0
24531,17569280,Bushwick,Brooklyn,40.68979919736632,-73.9183508987141,6,1.0,2.0,2.0,$149.00,225,59,92.0,9.0,10.0,10.0,9.0,9.0
31838,21850183,Upper East Side,Manhattan,40.77407659759388,-73.95504140013705,2,1.0,1.0,1.0,$129.00,1,5,96.0,10.0,10.0,10.0,10.0,9.0
10038,7019122,Williamsburg,Brooklyn,40.7135070707841,-73.9299851518794,2,1.0,1.0,1.0,$160.00,19,33,100.0,10.0,10.0,10.0,9.0,10.0
2164,858223,Chelsea,Manhattan,40.73817639666365,-73.99769756657224,2,1.0,1.0,1.0,$200.00,3,75,92.0,9.0,9.0,9.0,10.0,9.0
17514,12794520,Washington Heights,Manhattan,40.84277725728933,-73.93916226053335,1,1.0,1.0,1.0,$35.00,0,3,60.0,6.0,8.0,6.0,8.0,7.0
19871,14032445,Harlem,Manhattan,40.8029937067782,-73.95712574001591,3,1.0,1.0,1.0,$100.00,0,3,100.0,9.0,9.0,10.0,9.0,10.0
9333,6559926,Upper East Side,Manhattan,40.772053609069744,-73.95338997426886,6,1.0,1.0,3.0,$240.00,46,72,90.0,9.0,10.0,9.0,10.0,9.0
37873,25602541,Kips Bay,Manhattan,40.7402922004436,-73.98336986296658,4,1.0,0.0,0.0,$185.00,119,16,98.0,10.0,10.0,10.0,10.0,10.0
31214,21622909,Kips Bay,Manhattan,40.738010995839495,-73.98099482480029,1,1.0,1.0,1.0,$75.00,0,2,100.0,10.0,9.0,10.0,10.0,10.0
4127,2260595,East Village,Manhattan,40.72958637955743,-73.98112418511596,2,1.0,0.0,1.0,$119.00,178,21,96.0,10.0,9.0,10.0,10.0,9.0
23081,16396241,Williamsburg,Brooklyn,40.71057690795997,-73.95294134119524,5,1.0,2.0,2.0,$280.00,354,109,98.0,10.0,10.0,10.0,10.0,9.0
28618,20235799,East Harlem,Manhattan,40.798523236668274,-73.9455729278334,4,1.0,2.0,4.0,$237.00,45,24,90.0,9.0,9.0,9.0,9.0,9.0
12781,9058854,Crown Heights,Brooklyn,40.67191624491365,-73.95116100905454,1,1.0,1.0,1.0,$50.00,0,1,100.0,10.0,10.0,10.0,10.0,10.0
19308,13725995,Harlem,Manhattan,40.81250565902354,-73.94523993116808,2,1.0,1.0,1.0,$95.00,0,2,100.0,10.0,10.0,10.0,10.0,10.0
17820,12999167,Lower East Side,Manhattan,40.72151207609878,-73.98814167189079,2,1.0,0.0,2.0,$158.00,127,113,98.0,9.0,10.0,10.0,10.0,9.0
39877,27006748,Hell's Kitchen,Manhattan,40.76149777981011,-73.99041044652618,4,1.0,1.0,2.0,$183.00,145,36,92.0,10.0,9.0,10.0,10.0,9.0
38721,26257903,Cobble Hill,Brooklyn,40.68580549398314,-73.99586144180623,2,1.0,1.0,1.0,$80.00,218,40,97.0,9.0,10.0,10.0,10.0,9.0
5680,3758686,Crown Heights,Brooklyn,40.67472025579698,-73.93000448482242,4,1.0,1.0,2.0,$117.00,321,77,97.0,10.0,10.0,10.0,9.0,10.0
46885,30551020,Williamsburg,Brooklyn,40.70898017302781,-73.95390728638664,4,1.0,2.0,1.0,$250.00,0,1,60.0,6.0,8.0,10.0,10.0,8.0
10629,7456166,Bushwick,Brooklyn,40.70221563081574,-73.93294147694623,5,1.0,1.0,3.0,$147.00,328,95,94.0,9.0,10.0,10.0,10.0,9.0
6674,4440020,Harlem,Manhattan,40.82271612728201,-73.94941960656828,4,1.0,2.0,3.0,$229.00,307,34,93.0,10.0,10.0,9.0,9.0,9.0
3863,2100887,Nolita,Manhattan,40.7204524331766,-73.99598058400528,3,1.0,2.0,2.0,$375.00,0,6,90.0,9.0,10.0,9.0,10.0,9.0
935,303725,Fort Greene,Brooklyn,40.68763915369952,-73.97156139144678,2,1.0,1.0,1.0,$115.00,0,39,92.0,8.0,9.0,9.0,10.0,9.0
36051,24276835,Carroll Gardens,Brooklyn,40.67559285449349,-73.99943190332851,1,1.0,1.0,1.0,$80.00,90,26,95.0,9.0,10.0,10.0,9.0,10.0
2478,1066769,Lower East Side,Manhattan,40.72046044891069,-73.98772574161909,2,1.0,1.0,1.0,$115.00,244,329,97.0,10.0,10.0,10.0,10.0,10.0
21903,15732669,Theater District,Manhattan,40.7625752707085,-73.98574757397469,3,1.0,0.0,2.0,$155.00,199,1,100.0,10.0,10.0,10.0,10.0,10.0
38491,26106216,Elmhurst,Queens,40.74075143478484,-73.88625459851646,2,1.0,1.0,2.0,$29.00,0,9,95.0,10.0,9.0,10.0,10.0,10.0
14083,9778855,Bushwick,Brooklyn,40.69133708162119,-73.90895401565767,1,1.5,1.0,1.0,$85.00,0,24,90.0,8.0,10.0,10.0,9.0,9.0
44330,29656650,Washington Heights,Manhattan,40.84966235170814,-73.93701914696186,2,1.0,1.0,1.0,$75.00,363,5,76.0,8.0,6.0,8.0,8.0,8.0
28349,20085540,Williamsburg,Brooklyn,40.71158686090299,-73.96193311442471,1,1.0,1.0,1.0,$80.00,179,21,94.0,9.0,10.0,10.0,10.0,9.0
10477,7341077,East Village,Manhattan,40.721683165171314,-73.9841815644471,2,1.0,0.0,1.0,$130.00,0,2,100.0,10.0,10.0,10.0,9.0,9.0
22466,16130658,Greenpoint,Brooklyn,40.72725239946167,-73.94400029863912,2,1.0,1.0,1.0,$120.00,35,8,100.0,10.0,10.0,10.0,10.0,10.0
40737,27547589,Bushwick,Brooklyn,40.69272388070377,-73.90974906883808,2,1.0,1.0,1.0,$75.00,249,14,85.0,9.0,10.0,10.0,9.0,9.0
14201,9825967,Ditmars Steinway,Queens,40.7760494632883,-73.90773737561045,5,1.0,1.0,1.0,$100.00,78,170,85.0,9.0,9.0,9.0,9.0,9.0
27505,19623614,Jamaica,Queens,40.69934209286171,-73.78324563751369,6,2.0,3.0,3.0,$150.00,169,64,95.0,10.0,10.0,10.0,9.0,9.0
4109,2254428,Bedford-Stuyvesant,Brooklyn,40.68834723869227,-73.95568483942937,1,1.5,1.0,1.0,$40.00,0,10,93.0,9.0,9.0,10.0,9.0,9.0
19178,13662692,Upper West Side,Manhattan,40.77778064094927,-73.97795197663295,2,1.0,1.0,1.0,$200.00,0,1,100.0,10.0,10.0,10.0,10.0,6.0
24631,17665735,Bushwick,Brooklyn,40.691593400223695,-73.91287336708756,2,1.0,1.0,1.0,$60.00,179,11,95.0,9.0,10.0,10.0,9.0,9.0
17945,13067176,West Village,Manhattan,40.73745212749196,-74.00725143888869,4,1.0,1.0,2.0,$186.00,160,169,94.0,9.0,10.0,10.0,10.0,9.0
2945,1428359,South Slope,Brooklyn,40.664526468192086,-73.97911926060688,6,1.0,1.0,3.0,$175.00,83,57,97.0,10.0,10.0,10.0,10.0,10.0
40994,27701535,Harlem,Manhattan,40.82004568053446,-73.93949038721722,3,1.5,1.0,1.0,$65.00,87,10,82.0,7.0,9.0,9.0,9.0,8.0
25560,18411925,Upper West Side,Manhattan,40.7987220589018,-73.96172668521004,1,1.0,1.0,1.0,$70.00,0,1,80.0,6.0,10.0,10.0,10.0,10.0
13693,9589086,Bedford-Stuyvesant,Brooklyn,40.694220533609865,-73.94616333256613,2,2.0,1.0,1.0,$76.00,0,4,85.0,8.0,10.0,10.0,9.0,9.0
47574,30859649,Theater District,Manhattan,40.75434209110782,-73.98573137394742,3,1.0,1.0,1.0,$230.00,44,3,100.0,10.0,10.0,10.0,10.0,10.0
31,8505,Windsor Terrace,Brooklyn,40.655991259000594,-73.9751884057985,2,1.0,1.0,1.0,$60.00,89,16,99.0,10.0,10.0,10.0,10.0,10.0
17024,12325036,Bedford-Stuyvesant,Brooklyn,40.69323959528115,-73.94656270753632,2,1.0,1.0,1.0,$45.00,89,32,96.0,9.0,10.0,10.0,10.0,10.0
13604,9542827,Bedford-Stuyvesant,Brooklyn,40.68795420192865,-73.94172877072748,2,1.0,1.0,1.0,$59.00,0,2,100.0,8.0,10.0,10.0,10.0,10.0
11414,7968983,East New York,Brooklyn,40.66124696885504,-73.89976190545117,7,2.5,4.0,4.0,$275.00,338,68,96.0,10.0,10.0,10.0,8.0,10.0
3645,1983531,East Village,Manhattan,40.72753548737402,-73.98555288717482,2,1.5,1.0,1.0,$450.00,0,12,100.0,10.0,10.0,10.0,10.0,10.0
4753,2909461,Upper West Side,Manhattan,40.78352442712337,-73.97482396844991,5,1.0,1.0,1.0,$200.00,0,9,82.0,8.0,9.0,9.0,10.0,8.0
6127,4070133,East Village,Manhattan,40.72681535762176,-73.98733181702582,2,1.0,1.0,1.0,$345.00,357,118,98.0,10.0,10.0,10.0,10.0,9.0
6805,4530160,Williamsburg,Brooklyn,40.71905502524568,-73.95798394456862,5,1.0,1.0,2.0,$200.00,0,7,97.0,10.0,9.0,10.0,10.0,10.0
3119,1589715,Upper East Side,Manhattan,40.76142319086687,-73.96085852852852,1,1.0,1.0,1.0,$120.00,315,17,91.0,9.0,9.0,9.0,9.0,9.0
19655,13911123,Bushwick,Brooklyn,40.68986937748557,-73.91548267212197,1,2.0,1.0,1.0,$35.00,0,1,100.0,10.0,10.0,10.0,10.0,10.0
39622,26866483,Bedford-Stuyvesant,Brooklyn,40.6878356509898,-73.95144991161193,2,1.0,1.0,2.0,$55.00,361,11,85.0,9.0,9.0,9.0,9.0,10.0
23757,16884027,Harlem,Manhattan,40.80442789610024,-73.94545845861803,5,1.0,1.0,3.0,$120.00,0,9,93.0,9.0,10.0,10.0,10.0,10.0
2326,955542,Prospect Heights,Brooklyn,40.6794152202278,-73.97078314480424,2,1.5,1.0,1.0,$83.00,32,13,92.0,9.0,10.0,10.0,10.0,9.0
43092,29005653,Gramercy,Manhattan,40.73777253713299,-73.98363957807312,3,1.0,0.0,1.0,$139.00,42,4,80.0,9.0,9.0,9.0,10.0,9.0
2528,1101097,Bushwick,Brooklyn,40.70034298303259,-73.9330146513858,4,1.0,1.0,2.0,$200.00,363,37,93.0,8.0,10.0,10.0,9.0,9.0
31841,21850772,Upper East Side,Manhattan,40.77392394581715,-73.95668576072529,2,1.0,0.0,1.0,$179.00,0,3,93.0,9.0,9.0,9.0,9.0,9.0
20541,14556634,Greenpoint,Brooklyn,40.728036169709725,-73.9459942002749,2,1.5,1.0,1.0,$45.00,0,1,100.0,10.0,10.0,10.0,10.0,10.0
27254,19470210,Upper West Side,Manhattan,40.77726862792738,-73.98126825637777,3,1.0,0.0,2.0,$250.00,219,18,98.0,10.0,10.0,10.0,10.0,10.0
9141,6421799,Williamsburg,Brooklyn,40.71049645628524,-73.94509672720034,2,1.0,1.0,1.0,$99.00,360,51,100.0,10.0,10.0,10.0,10.0,10.0
24840,17819994,Park Slope,Brooklyn,40.67147989750418,-73.9776640192903,2,1.0,0.0,1.0,$95.00,0,4,87.0,7.0,10.0,10.0,9.0,9.0
37808,25519673,Midtown,Manhattan,40.75404582636208,-73.97290629168214,2,1.5,1.0,1.0,$269.00,1,15,100.0,10.0,10.0,10.0,10.0,10.0
13402,9453653,Williamsburg,Brooklyn,40.71173543127769,-73.95544326340736,12,2.0,4.0,4.0,$531.00,334,103,96.0,10.0,10.0,10.0,10.0,9.0
16305,11677489,Chinatown,Manhattan,40.71554700545499,-73.99091339715223,2,1.0,1.0,2.0,$180.00,0,10,98.0,9.0,10.0,10.0,10.0,10.0
14033,9759704,Bedford-Stuyvesant,Brooklyn,40.69133342652028,-73.94259785756783,1,1.0,1.0,1.0,$31.00,0,2,100.0,10.0,10.0,10.0,9.0,10.0
243,54860,East Harlem,Manhattan,40.79958159161016,-73.9427491657823,2,1.0,1.0,1.0,$100.00,146,189,96.0,10.0,10.0,10.0,9.0,10.0
40214,27236170,Tompkinsville,Staten Island,40.63512904637751,-74.07929193223563,6,1.0,2.0,3.0,$135.00,285,37,92.0,9.0,10.0,10.0,10.0,10.0
6346,4225745,Clinton Hill,Brooklyn,40.68274900834603,-73.96541652098898,2,1.0,0.0,0.0,$73.00,0,7,91.0,8.0,9.0,10.0,9.0,9.0
33087,22306300,Hell's Kitchen,Manhattan,40.75546660113739,-73.99513223248682,4,1.0,1.0,2.0,$162.00,5,9,98.0,10.0,10.0,10.0,10.0,9.0
25299,18221090,Jackson Heights,Queens,40.751468411092674,-73.89071327290286,1,1.0,1.0,1.0,$75.00,364,5,92.0,9.0,10.0,9.0,10.0,10.0
32719,22177219,East Elmhurst,Queens,40.76310641447566,-73.89098310720826,4,1.0,1.0,2.0,$100.00,114,15,96.0,10.0,10.0,10.0,9.0,10.0
46071,30337531,Brooklyn Heights,Brooklyn,40.69346277145703,-73.99814065697059,3,1.0,1.0,1.0,$125.00,55,1,60.0,2.0,10.0,10.0,10.0,6.0
20046,14143905,Williamsburg,Brooklyn,40.7054812348979,-73.92954785223836,1,1.0,1.0,1.0,$45.00,47,40,92.0,9.0,10.0,9.0,9.0,9.0
47087,30661098,Bedford-Stuyvesant,Brooklyn,40.68425187312341,-73.9221360212021,4,1.0,2.0,2.0,$160.00,307,1,100.0,10.0,10.0,10.0,10.0,8.0
24963,17938337,Canarsie,Brooklyn,40.63715932094093,-73.88654145735093,3,1.0,1.0,1.0,$85.00,346,80,97.0,10.0,10.0,10.0,9.0,10.0
15766,11139469,Bedford-Stuyvesant,Brooklyn,40.67989158060814,-73.91838062762622,4,1.0,1.0,2.0,$103.00,347,56,93.0,10.0,10.0,10.0,9.0,10.0
14764,10066875,NoHo,Manhattan,40.7288769395016,-73.9919908247134,5,1.0,2.0,2.0,$299.00,179,1,100.0,6.0,10.0,10.0,10.0,10.0
44222,29613115,East Flatbush,Brooklyn,40.65234200572302,-73.95145182578395,2,1.0,1.0,2.0,$35.00,23,1,100.0,10.0,10.0,10.0,10.0,10.0
48056,31043873,Harlem,Manhattan,40.79931263704949,-73.95238070829232,5,1.0,2.0,2.0,$149.00,11,3,100.0,10.0,10.0,10.0,10.0,10.0
20063,14154373,East Village,Manhattan,40.72096982536648,-73.97769044994054,1,1.0,1.0,1.0,$90.00,0,1,100.0,10.0,10.0,10.0,10.0,10.0
13942,9725232,Prospect-Lefferts Gardens,Brooklyn,40.66194920780003,-73.95275137992545,4,1.0,1.0,2.0,$125.00,196,141,97.0,10.0,10.0,10.0,10.0,10.0
42274,28510832,Bedford-Stuyvesant,Brooklyn,40.69105220649282,-73.93723397897242,6,1.0,2.0,2.0,$139.00,72,6,83.0,9.0,10.0,10.0,8.0,9.0
25471,18348512,Hell's Kitchen,Manhattan,40.76534358413211,-73.989399640322,2,1.0,1.0,1.0,$70.00,32,20,99.0,10.0,10.0,10.0,10.0,10.0
13087,9277581,East Village,Manhattan,40.72959001964208,-73.98245080106038,2,1.0,1.0,1.0,$125.00,0,15,91.0,9.0,10.0,10.0,10.0,9.0
47790,30940476,Hell's Kitchen,Manhattan,40.75542943677582,-73.99771733558701,4,1.0,1.0,1.0,$299.00,309,6,93.0,9.0,9.0,9.0,10.0,9.0
27620,19696674,Prospect Heights,Brooklyn,40.67408445071769,-73.96363931813853,2,1.0,1.0,1.0,$60.00,57,103,95.0,9.0,10.0,10.0,10.0,10.0
39804,26980415,Middle Village,Queens,40.711280071434906,-73.89337557647555,2,1.0,1.0,1.0,$44.00,106,5,100.0,10.0,10.0,10.0,10.0,10.0
24381,17508710,Theater District,Manhattan,40.7595634590406,-73.98466719924592,3,1.0,1.0,2.0,$250.00,365,1,60.0,4.0,10.0,6.0,6.0,2.0
39596,26845635,Chelsea,Manhattan,40.74719799858941,-73.99420295843812,2,1.0,1.0,1.0,$92.00,13,8,95.0,9.0,10.0,10.0,10.0,9.0
17565,12829063,Prospect Heights,Brooklyn,40.67983476631371,-73.9693129047059,6,1.0,2.0,4.0,$200.00,271,38,99.0,9.0,10.0,10.0,10.0,10.0
41122,27781325,Jamaica,Queens,40.68478718061648,-73.77605701458984,4,1.0,2.0,2.0,$125.00,0,2,100.0,10.0,10.0,10.0,10.0,9.0
20448,14473545,Clinton Hill,Brooklyn,40.69189743766035,-73.96510862896183,3,1.0,1.0,1.0,$140.00,0,9,98.0,10.0,10.0,10.0,10.0,9.0
6581,4384820,Williamsburg,Brooklyn,40.7179667956348,-73.95981071127343,1,1.0,1.0,1.0,$135.00,0,1,100.0,10.0,10.0,10.0,10.0,10.0
13842,9678327,Williamsburg,Brooklyn,40.71000163086503,-73.95507482096731,4,1.0,1.0,2.0,$200.00,0,8,100.0,9.0,10.0,10.0,10.0,10.0
14978,10174662,Lower East Side,Manhattan,40.72298685242978,-73.9925103925628,4,1.0,0.0,4.0,$199.00,131,147,96.0,10.0,10.0,10.0,10.0,10.0
44349,29661866,East Village,Manhattan,40.724342490749024,-73.98017863848915,2,1.0,0.0,0.0,$110.00,0,10,96.0,10.0,10.0,10.0,10.0,9.0
4209,2314556,Upper West Side,Manhattan,40.80149948304576,-73.963909201546,5,1.0,2.0,2.0,$100.00,184,14,96.0,9.0,10.0,10.0,10.0,10.0
39934,27050578,Crown Heights,Brooklyn,40.67507343075013,-73.95396909105422,2,1.0,1.0,1.0,$175.00,89,2,100.0,8.0,10.0,10.0,10.0,10.0
32731,22186486,Lower East Side,Manhattan,40.71870789743645,-73.98218032633984,5,1.0,1.0,2.0,$220.00,0,1,80.0,8.0,8.0,8.0,10.0,8.0
26648,19122217,Carroll Gardens,Brooklyn,40.68292519776326,-73.9974689940698,13,2.5,5.0,7.0,$400.00,7,11,93.0,9.0,10.0,10.0,10.0,9.0
