,id,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,accommodates,bathrooms,bedrooms,beds,price,availability_365,number_of_reviews,review_scores_rating,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value
20729,29133320,Bushwick,Brooklyn,40.70421,-73.92716,1,2,1.0,1.0,$70.00,365,40,83.0,9.0,8.0,8.0,9.0,9.0
27999,40084645,Upper West Side,Manhattan,40.79199,-73.96861,4,1,1.0,1.0,$125.00,365,2,90.0,9.0,10.0,8.0,10.0,9.0
1623,1255828,Upper West Side,Manhattan,40.78323,-73.98105,2,1,1.0,1.0,$95.00,347,221,97.0,10.0,10.0,10.0,10.0,10.0
27206,39206818,Lower East Side,Manhattan,40.71765,-73.98615,3,1,1.0,1.0,$200.00,171,9,100.0,10.0,10.0,10.0,9.0,10.0
14503,19265766,Bedford-Stuyvesant,Brooklyn,40.68269,-73.95234,4,1,2.0,2.0,$150.00,365,11,84.0,8.0,9.0,9.0,9.0,9.0
26628,38437629,Bedford-Stuyvesant,Brooklyn,40.68594,-73.93042,5,1,2.0,3.0,$135.00,364,23,97.0,9.0,10.0,10.0,10.0,10.0
13516,17710842,Brooklyn Heights,Brooklyn,40.69331,-73.99426,2,1,1.0,1.0,$120.00,0,35,98.0,10.0,10.0,10.0,10.0,10.0
27776,39839863,Williamsburg,Brooklyn,40.71686,-73.94063,3,1,1.0,1.0,$198.00,0,2,100.0,10.0,10.0,10.0,10.0,10.0
16258,21607402,Harlem,Manhattan,40.81846,-73.9382,2,1,1.0,1.0,$50.00,0,8,89.0,9.0,10.0,10.0,9.0,9.0
34973,46540759,Jamaica,Queens,40.68359,-73.7987,6,1,2.0,2.0,$55.00,4,3,73.0,10.0,10.0,9.0,10.0,10.0
26877,38774972,Bedford-Stuyvesant,Brooklyn,40.67796,-73.94028,2,1,1.0,1.0,$55.00,0,6,90.0,9.0,9.0,10.0,9.0,9.0
11933,15038469,Gowanus,Brooklyn,40.67038,-73.98914,1,1,1.0,1.0,$45.00,146,153,99.0,10.0,10.0,10.0,10.0,10.0
11909,14982260,Astoria,Queens,40.7681,-73.91805,3,1,1.0,1.0,$127.00,364,66,99.0,10.0,10.0,10.0,10.0,10.0
9240,10996466,Crown Heights,Brooklyn,40.67754,-73.96163,2,1.5,1.0,1.0,$64.00,0,3,87.0,7.0,10.0,10.0,9.0,9.0
5004,5885280,Bedford-Stuyvesant,Brooklyn,40.69442,-73.96016,2,2,1.0,1.0,$101.00,354,58,89.0,8.0,9.0,9.0,9.0,8.0
26363,38049076,Upper West Side,Manhattan,40.79726,-73.97317,4,1,1.0,2.0,$125.00,90,36,98.0,10.0,10.0,10.0,10.0,10.0
24715,35447708,Harlem,Manhattan,40.80289,-73.9562,2,2,1.0,1.0,$57.00,365,2,100.0,10.0,10.0,10.0,10.0,10.0
5374,6405859,Williamsburg,Brooklyn,40.70933,-73.95577,2,1,1.0,1.0,$56.00,0,2,100.0,9.0,10.0,10.0,9.0,10.0
23062,32742238,Cypress Hills,Brooklyn,40.68172,-73.89415,2,1,1.0,1.0,$50.00,365,17,88.0,9.0,9.0,10.0,9.0,9.0
34493,46236159,Upper West Side,Manhattan,40.80057,-73.9662,2,1,1.0,1.0,$70.00,179,1,100.0,8.0,10.0,10.0,10.0,10.0
16177,21504803,Williamsburg,Brooklyn,40.71953,-73.95683,1,1,1.0,1.0,$129.00,0,30,99.0,9.0,10.0,10.0,10.0,10.0
22795,32312837,Jackson Heights,Queens,40.74906,-73.88871,1,1,1.0,1.0,$57.00,88,1,20.0,4.0,10.0,10.0,10.0,10.0
26307,37965870,Glendale,Queens,40.70461,-73.89203,1,1,1.0,1.0,$46.00,363,4,100.0,10.0,10.0,10.0,10.0,10.0
3231,3600108,Fort Greene,Brooklyn,40.68744,-73.9747,5,1,2.0,3.0,$295.00,365,208,97.0,10.0,10.0,10.0,10.0,10.0
28762,40806623,St. Albans,Queens,40.70167,-73.7524,2,1,1.0,1.0,$398.00,0,3,100.0,10.0,10.0,10.0,10.0,10.0
18665,25141552,Midwood,Brooklyn,40.62939,-73.96645,2,1,1.0,1.0,$45.00,364,34,90.0,9.0,10.0,10.0,10.0,9.0
341,191541,Theater District,Manhattan,40.7609,-73.98692,3,1.5,1.0,1.0,$450.00,365,55,100.0,10.0,10.0,10.0,10.0,9.0
13276,17249755,Bedford-Stuyvesant,Brooklyn,40.69145,-73.93762,4,1,1.0,2.0,$105.00,164,103,91.0,9.0,10.0,10.0,9.0,9.0
1777,1476238,Midtown,Manhattan,40.75991,-73.96956,3,1,1.0,1.0,$280.00,87,6,87.0,9.0,10.0,10.0,10.0,9.0
4091,4637053,Astoria,Queens,40.76794,-73.93413,4,1,1.0,4.0,$150.00,365,176,97.0,9.0,10.0,10.0,10.0,10.0
16914,22176678,Harlem,Manhattan,40.80498,-73.95709,2,1,1.0,1.0,$95.00,0,52,92.0,9.0,10.0,10.0,10.0,10.0
21378,30132508,Clinton Hill,Brooklyn,40.69131,-73.96847,6,1,1.0,3.0,$140.00,124,91,96.0,10.0,10.0,10.0,10.0,9.0
6606,7819539,East Flatbush,Brooklyn,40.64569,-73.94776,4,1,1.0,2.0,$70.00,311,43,95.0,9.0,10.0,10.0,9.0,9.0
28064,40157251,Chelsea,Manhattan,40.75063,-73.99223,2,1,1.0,1.0,$643.00,365,1,100.0,10.0,10.0,10.0,10.0,10.0
18681,25188064,Bedford-Stuyvesant,Brooklyn,40.68399,-73.91799,2,1,1.0,1.0,$136.00,174,61,99.0,10.0,10.0,10.0,10.0,10.0
32778,45068436,Harlem,Manhattan,40.8119,-73.9405,3,1,1.0,2.0,$86.00,0,2,100.0,10.0,10.0,10.0,10.0,10.0
4529,5046189,Allerton,Bronx,40.87054,-73.84681,15,2,4.0,10.0,$914.00,0,45,96.0,10.0,10.0,10.0,9.0,10.0
17824,23550832,Hell's Kitchen,Manhattan,40.76311,-73.98866,1,1,1.0,4.0,$73.00,188,3,100.0,10.0,10.0,10.0,10.0,10.0
13457,17587901,Astoria,Queens,40.76455,-73.91806,1,1,1.0,1.0,$65.00,89,3,93.0,9.0,9.0,9.0,10.0,9.0
26141,37723966,Bedford-Stuyvesant,Brooklyn,40.68703,-73.92884,4,1,1.0,0.0,$118.00,177,4,100.0,10.0,10.0,10.0,9.0,9.0
15618,20783233,Bushwick,Brooklyn,40.69508,-73.91223,2,1,1.0,1.0,$45.00,173,88,97.0,9.0,10.0,10.0,9.0,10.0
13995,18583467,Washington Heights,Manhattan,40.83632,-73.94046,2,1,1.0,1.0,$55.00,331,140,98.0,9.0,10.0,10.0,10.0,10.0
8686,10069376,Bedford-Stuyvesant,Brooklyn,40.6943,-73.9481,2,1,1.0,1.0,$64.00,0,6,93.0,9.0,9.0,9.0,8.0,10.0
24714,35431400,Greenwich Village,Manhattan,40.72816,-74.00079,2,1,1.0,2.0,$110.00,179,3,93.0,8.0,9.0,10.0,10.0,10.0
11342,13974584,Bushwick,Brooklyn,40.68873,-73.91385,2,2,1.0,1.0,$26.00,0,2,100.0,10.0,10.0,10.0,10.0,10.0
2900,3093104,Washington Heights,Manhattan,40.85768,-73.92678,2,1,1.0,1.0,$71.00,365,1,80.0,10.0,10.0,10.0,10.0,10.0
33887,45816695,Williamsburg,Brooklyn,40.71043,-73.95514,6,1,2.0,3.0,$170.00,266,6,97.0,9.0,10.0,10.0,10.0,9.0
31740,43780482,East Village,Manhattan,40.73088,-73.98688,2,1,1.0,1.0,$249.00,62,4,100.0,10.0,10.0,10.0,10.0,10.0
15392,20481653,Harlem,Manhattan,40.80223,-73.95796,3,1,1.0,2.0,$120.00,0,1,100.0,10.0,8.0,8.0,10.0,10.0
22424,31514475,Bronxdale,Bronx,40.85747,-73.85953,1,1,1.0,1.0,$48.00,319,5,100.0,10.0,10.0,9.0,10.0,10.0
21146,29877024,Bushwick,Brooklyn,40.68974,-73.91021,2,1,1.0,1.0,$115.00,6,47,97.0,9.0,10.0,10.0,10.0,10.0
28268,40365863,East Harlem,Manhattan,40.78862,-73.94797,2,1,1.0,1.0,$60.00,0,2,80.0,8.0,10.0,10.0,8.0,7.0
22223,31149465,Williamsburg,Brooklyn,40.71124,-73.94949,1,1,1.0,1.0,$95.00,0,1,100.0,10.0,10.0,10.0,10.0,10.0
17062,22303888,Prospect-Lefferts Gardens,Brooklyn,40.66326,-73.94647,3,1,1.0,1.0,$88.00,89,78,92.0,9.0,10.0,10.0,9.0,9.0
5708,6778238,Midtown,Manhattan,40.76526,-73.98346,2,1,2.0,1.0,$140.00,178,54,86.0,8.0,9.0,9.0,10.0,9.0
1156,794535,Chelsea,Manhattan,40.75351,-73.99762,3,1,1.0,1.0,$225.00,0,3,70.0,6.0,10.0,9.0,7.0,6.0
32546,44604668,Wakefield,Bronx,40.89878,-73.85144,2,1,1.0,1.0,$49.00,354,4,100.0,10.0,10.0,10.0,10.0,10.0
32712,44974727,East Village,Manhattan,40.722,-73.97828,2,1,1.0,2.0,$171.00,80,2,100.0,9.0,10.0,10.0,10.0,10.0
2365,2243180,Upper West Side,Manhattan,40.77775,-73.98485,5,2,2.0,4.0,$330.00,46,15,100.0,10.0,10.0,10.0,10.0,10.0
11609,14404240,Forest Hills,Queens,40.71854,-73.83493,2,1,1.0,1.0,$55.00,0,81,91.0,9.0,10.0,9.0,10.0,9.0
35040,46582283,Harlem,Manhattan,40.80443,-73.9466,2,1,1.0,1.0,$65.00,329,5,100.0,10.0,10.0,10.0,10.0,9.0
20014,27827110,Harlem,Manhattan,40.8084,-73.94479,1,1,1.0,1.0,$39.00,0,5,92.0,7.0,9.0,9.0,9.0,8.0
19419,26798874,Washington Heights,Manhattan,40.84336,-73.93544,2,1,1.0,1.0,$55.00,87,6,60.0,5.0,8.0,8.0,7.0,7.0
32165,44247459,Hell's Kitchen,Manhattan,40.76284,-73.99283,2,1,1.0,1.0,$95.00,0,5,100.0,10.0,10.0,10.0,10.0,10.0
70,27006,Upper West Side,Manhattan,40.77823,-73.97637,4,1.5,2.0,3.0,$225.00,358,28,92.0,9.0,10.0,10.0,10.0,9.0
5055,6000785,Bushwick,Brooklyn,40.69709,-73.93538,4,1,1.0,2.0,$129.00,0,164,93.0,9.0,10.0,10.0,10.0,9.0
23739,34072045,Midtown,Manhattan,40.74623,-73.98499,2,1,1.0,1.0,$79.00,78,525,91.0,9.0,10.0,10.0,9.0,10.0
25810,37216159,Astoria,Queens,40.75794,-73.92796,1,2,1.0,1.0,$34.00,365,15,95.0,9.0,9.0,9.0,10.0,10.0
18331,24497152,Midtown,Manhattan,40.75432,-73.96756,3,1,1.0,1.0,$79.00,281,2,100.0,10.0,10.0,10.0,10.0,10.0
21082,29777340,East Village,Manhattan,40.72981,-73.98138,2,1,1.0,1.0,$450.00,180,2,100.0,10.0,10.0,10.0,10.0,10.0
20874,29410055,Concord,Staten Island,40.60579,-74.08003,4,1.5,2.0,2.0,$125.00,0,21,100.0,10.0,10.0,10.0,10.0,10.0
22476,31624832,Bedford-Stuyvesant,Brooklyn,40.6891,-73.92648,2,1,1.0,1.0,$70.00,0,10,98.0,10.0,10.0,10.0,10.0,10.0
18348,24538110,Greenwich Village,Manhattan,40.72805,-74.0017,5,1,2.0,2.0,$300.00,0,3,100.0,10.0,10.0,10.0,10.0,10.0
23522,33689108,Bushwick,Brooklyn,40.69868,-73.93344,6,1.5,1.0,1.0,$175.00,0,6,76.0,8.0,8.0,8.0,8.0,8.0
22767,32244701,Hell's Kitchen,Manhattan,40.75745,-73.9919,3,1,1.0,2.0,$76.00,175,111,91.0,9.0,10.0,10.0,10.0,9.0
19443,26815416,Rockaway Beach,Queens,40.58797,-73.81638,2,1,1.0,2.0,$113.00,0,66,98.0,10.0,10.0,10.0,10.0,10.0
3498,3933382,Long Island City,Queens,40.7512,-73.94019,2,1,1.0,1.0,$45.00,0,3,80.0,9.0,8.0,10.0,9.0,9.0
29518,41775053,Bushwick,Brooklyn,40.68639,-73.91007,2,1,1.0,1.0,$52.00,90,2,100.0,10.0,10.0,10.0,10.0,10.0
13458,17590729,Harlem,Manhattan,40.8017,-73.95203,2,1,1.0,1.0,$78.00,0,9,100.0,10.0,10.0,10.0,9.0,10.0
22775,32283154,Bedford-Stuyvesant,Brooklyn,40.68949,-73.9514,4,1,2.0,5.0,$282.00,361,6,92.0,8.0,10.0,10.0,10.0,9.0
35556,46959805,Parkchester,Bronx,40.83973,-73.86732,10,1,2.0,1.0,$243.00,363,3,100.0,10.0,10.0,9.0,9.0,9.0
21717,30465758,Harlem,Manhattan,40.81897,-73.94004,2,1,1.0,1.0,$55.00,180,90,96.0,10.0,10.0,10.0,9.0,10.0
16182,21515431,Two Bridges,Manhattan,40.71286,-73.99275,4,1,1.0,1.0,$70.00,45,50,94.0,8.0,10.0,10.0,10.0,9.0
14819,19699218,Two Bridges,Manhattan,40.71261,-73.99668,2,1,1.0,1.0,$116.00,0,18,96.0,10.0,10.0,10.0,10.0,10.0
6507,7699542,Upper East Side,Manhattan,40.76102,-73.96124,2,1,1.0,1.0,$95.00,0,1,80.0,8.0,10.0,10.0,10.0,8.0
32884,45167238,Baychester,Bronx,40.87661,-73.84348,2,1,1.0,1.0,$69.00,176,30,97.0,10.0,10.0,10.0,10.0,9.0
27931,39994061,Fort Greene,Brooklyn,40.68854,-73.97619,7,1,2.0,3.0,$110.00,341,3,100.0,10.0,10.0,10.0,10.0,10.0
6585,7790911,Bensonhurst,Brooklyn,40.60788,-73.98161,2,1,1.0,1.0,$69.00,0,3,100.0,10.0,10.0,10.0,10.0,10.0
19662,27225643,Rockaway Beach,Queens,40.58514,-73.81665,1,1,1.0,1.0,$50.00,313,11,96.0,9.0,9.0,10.0,10.0,10.0
22568,31834190,Woodside,Queens,40.74916,-73.89811,3,1,1.0,2.0,$80.00,78,22,97.0,10.0,9.0,10.0,10.0,9.0
21336,30089955,Midtown,Manhattan,40.75042,-73.98455,3,1.5,1.0,1.0,$395.00,0,1,80.0,8.0,8.0,10.0,10.0,10.0
32395,44435099,East New York,Brooklyn,40.67203,-73.88004,1,1,1.0,1.0,$48.00,0,6,100.0,10.0,10.0,10.0,10.0,10.0
6096,7222833,Williamsburg,Brooklyn,40.71992,-73.95536,4,2,2.0,2.0,$199.00,0,18,100.0,10.0,10.0,10.0,10.0,10.0
24693,35397567,Midtown,Manhattan,40.75475,-73.96556,2,1.5,1.0,2.0,$100.00,83,19,84.0,8.0,9.0,9.0,10.0,8.0
4786,5521107,Crown Heights,Brooklyn,40.67049,-73.94177,2,1,1.0,1.0,$75.00,365,21,97.0,9.0,9.0,10.0,8.0,10.0
1853,1646432,Bedford-Stuyvesant,Brooklyn,40.68471,-73.95325,7,1,2.0,8.0,$97.00,35,251,93.0,10.0,10.0,9.0,9.0,10.0
15015,19929279,Clinton Hill,Brooklyn,40.69511,-73.96623,6,1,2.0,3.0,$200.00,66,106,97.0,9.0,10.0,10.0,10.0,10.0
27604,39628193,Whitestone,Queens,40.7903,-73.82336,4,1,1.0,3.0,$80.00,9,11,100.0,10.0,10.0,10.0,10.0,10.0
2455,2323502,Ridgewood,Queens,40.70206,-73.90936,2,1,1.0,1.0,$45.00,5,118,92.0,9.0,10.0,10.0,9.0,10.0
20641,28964397,Chelsea,Manhattan,40.74202,-73.99767,1,1,1.0,1.0,$116.00,0,15,99.0,10.0,10.0,10.0,10.0,10.0
30004,42315953,Williamsbridge,Bronx,40.88323,-73.86262,2,1,1.0,1.0,$50.00,0,3,100.0,10.0,10.0,10.0,10.0,10.0
32004,44048997,Hell's Kitchen,Manhattan,40.75888,-73.99023,2,1,1.0,1.0,$36.00,61,14,100.0,10.0,10.0,10.0,10.0,10.0
18931,25807815,Harlem,Manhattan,40.82234,-73.94385,1,1,1.0,1.0,$33.00,219,2,100.0,10.0,9.0,10.0,8.0,10.0
19940,27677869,Longwood,Bronx,40.82181,-73.90005,1,1,1.0,1.0,$65.00,311,13,98.0,10.0,10.0,10.0,10.0,10.0
28416,40511861,East New York,Brooklyn,40.67307,-73.8931,10,1,4.0,5.0,$143.00,179,10,92.0,9.0,9.0,9.0,9.0,9.0
901,602070,Greenpoint,Brooklyn,40.72188,-73.94963,2,1,1.0,1.0,$106.00,0,46,95.0,9.0,10.0,10.0,10.0,9.0
32659,44801335,Nolita,Manhattan,40.72091,-73.9944,4,1,1.0,2.0,$232.00,349,5,100.0,9.0,10.0,10.0,10.0,10.0
8647,10039579,Harlem,Manhattan,40.81184,-73.94287,8,1.5,2.0,2.0,$305.00,340,113,99.0,10.0,10.0,10.0,10.0,10.0
33717,45719045,Astoria,Queens,40.75668,-73.91564,1,1,1.0,1.0,$37.00,264,4,100.0,10.0,10.0,10.0,10.0,10.0
9814,12072069,Columbia St,Brooklyn,40.68685,-74.00112,2,1,1.0,1.0,$110.00,175,16,99.0,10.0,10.0,10.0,10.0,10.0
22336,31315296,Sunset Park,Brooklyn,40.65993,-73.99314,2,1,1.0,1.0,$60.00,28,45,96.0,10.0,10.0,10.0,10.0,10.0
2282,2144319,Crown Heights,Brooklyn,40.67177,-73.95221,2,1.5,1.0,1.0,$40.00,0,1,80.0,8.0,10.0,10.0,10.0,10.0
28958,40988010,Bedford-Stuyvesant,Brooklyn,40.69494,-73.9481,5,1.5,3.0,3.0,$133.00,335,6,100.0,10.0,10.0,10.0,10.0,10.0
28556,40651959,Bushwick,Brooklyn,40.69747,-73.92691,1,1,1.0,1.0,$50.00,88,1,100.0,10.0,10.0,10.0,10.0,10.0
7478,9028493,Greenpoint,Brooklyn,40.72698,-73.94911,1,1,1.0,1.0,$56.00,17,160,94.0,9.0,10.0,10.0,10.0,9.0
28436,40533068,East Village,Manhattan,40.72745,-73.97945,3,1,1.0,1.0,$199.00,64,18,100.0,10.0,10.0,10.0,10.0,10.0
7877,9450180,Sunnyside,Queens,40.7388,-73.92501,1,1,1.0,1.0,$37.00,281,23,96.0,9.0,10.0,10.0,10.0,9.0
13819,18286926,Canarsie,Brooklyn,40.63353,-73.90884,5,1,1.0,3.0,$117.00,23,36,85.0,9.0,9.0,9.0,9.0,8.0
10860,13481935,Crown Heights,Brooklyn,40.67249,-73.95499,1,1,1.0,1.0,$40.00,0,3,93.0,8.0,10.0,10.0,10.0,9.0
3900,4438470,East Village,Manhattan,40.72607,-73.98045,1,1,1.0,1.0,$129.00,363,9,97.0,9.0,9.0,10.0,9.0,9.0
29106,41158531,Jackson Heights,Queens,40.75172,-73.86681,2,1.5,1.0,1.0,$50.00,186,7,100.0,10.0,10.0,10.0,10.0,10.0
7968,9525490,East Village,Manhattan,40.72826,-73.98871,7,1,3.0,3.0,$325.00,0,2,80.0,9.0,10.0,9.0,8.0,8.0
33571,45631931,Mott Haven,Bronx,40.81173,-73.90415,5,1,1.0,1.0,$90.00,342,1,100.0,8.0,10.0,10.0,10.0,10.0
25423,36525871,Williamsburg,Brooklyn,40.70691,-73.93853,2,1,1.0,1.0,$55.00,0,16,96.0,9.0,10.0,10.0,10.0,10.0
10177,12702291,Hell's Kitchen,Manhattan,40.76411,-73.99371,3,1,1.0,1.0,$110.00,309,2,100.0,10.0,10.0,10.0,8.0,10.0
24600,35251947,Rockaway Beach,Queens,40.58463,-73.81399,2,1,1.0,2.0,$100.00,155,17,100.0,10.0,10.0,10.0,10.0,9.0
753,492785,Clinton Hill,Brooklyn,40.68629,-73.96367,2,1,1.0,2.0,$250.00,322,72,97.0,10.0,10.0,10.0,10.0,10.0
22602,31896339,Throgs Neck,Bronx,40.82722,-73.82058,1,0,1.0,1.0,$50.00,87,34,98.0,10.0,10.0,10.0,10.0,10.0
32663,44805728,Elmhurst,Queens,40.74175,-73.88181,4,1,1.0,0.0,$100.00,173,3,87.0,10.0,10.0,10.0,10.0,9.0
13316,17318814,Harlem,Manhattan,40.81926,-73.94722,5,1,1.0,1.0,$88.00,147,216,97.0,10.0,10.0,10.0,10.0,10.0
25416,36515386,Ozone Park,Queens,40.67279,-73.84447,3,1,1.0,1.0,$110.00,0,2,100.0,10.0,10.0,10.0,10.0,10.0
9870,12166912,East Village,Manhattan,40.72827,-73.9863,2,1,1.0,1.0,$125.00,364,47,96.0,9.0,10.0,10.0,10.0,10.0
28249,40346585,Bedford-Stuyvesant,Brooklyn,40.68086,-73.9287,6,1,2.0,2.0,$98.00,0,1,100.0,10.0,10.0,10.0,10.0,10.0
13810,18268053,Woodside,Queens,40.75539,-73.90833,1,1,1.0,1.0,$40.00,365,2,100.0,8.0,9.0,9.0,10.0,7.0
8012,9563873,Jamaica,Queens,40.69009,-73.79555,1,1,1.0,1.0,$37.00,36,51,97.0,10.0,10.0,10.0,9.0,10.0
32300,44350416,Chelsea,Manhattan,40.74983,-73.9965,2,1,1.0,1.0,$53.00,0,1,100.0,10.0,10.0,10.0,10.0,10.0
1504,1112070,Crown Heights,Brooklyn,40.66773,-73.96144,2,1,1.0,1.0,$90.00,364,160,91.0,9.0,10.0,10.0,10.0,9.0
32389,44431314,Williamsburg,Brooklyn,40.71637,-73.95699,2,1,1.0,1.0,$139.00,124,2,100.0,10.0,10.0,10.0,10.0,10.0
12047,15259634,Fieldston,Bronx,40.89979,-73.8974,2,1,1.0,1.0,$77.00,0,9,98.0,10.0,10.0,10.0,10.0,10.0
23791,34142194,Midtown,Manhattan,40.74597,-73.98381,2,1,1.0,1.0,$95.00,0,10,86.0,8.0,9.0,10.0,10.0,9.0
15954,21228962,Greenwich Village,Manhattan,40.73244,-73.99567,2,1,1.0,1.0,$220.00,0,7,100.0,10.0,10.0,10.0,10.0,10.0
18317,24473230,Kensington,Brooklyn,40.64603,-73.9722,5,1,3.0,3.0,$250.00,128,54,99.0,10.0,10.0,10.0,10.0,10.0
32960,45222181,Harlem,Manhattan,40.82277,-73.93999,5,1,2.0,3.0,$150.00,89,2,20.0,3.0,3.0,2.0,6.0,2.0
8401,9874710,Hell's Kitchen,Manhattan,40.762,-73.9865,3,1,1.0,2.0,$169.00,0,1,80.0,10.0,10.0,8.0,6.0,6.0
15937,21212488,Astoria,Queens,40.77105,-73.91946,2,1,1.0,1.0,$175.00,0,3,100.0,10.0,10.0,10.0,10.0,10.0
11807,14808561,Woodside,Queens,40.74317,-73.9071,2,1,2.0,2.0,$105.00,0,9,94.0,9.0,10.0,10.0,9.0,9.0
6582,7789408,Bushwick,Brooklyn,40.70468,-73.91683,2,1,1.0,1.0,$47.00,365,4,90.0,10.0,10.0,10.0,10.0,10.0
3007,3265982,Gowanus,Brooklyn,40.67905,-73.98268,2,1,1.0,1.0,$68.00,0,29,92.0,9.0,10.0,10.0,10.0,9.0
4997,5875384,Washington Heights,Manhattan,40.8538,-73.93197,2,1,1.0,1.0,$45.00,0,2,100.0,10.0,10.0,10.0,8.0,10.0
20280,28312557,East Flatbush,Brooklyn,40.63485,-73.94138,4,1,2.0,2.0,$98.00,0,8,95.0,10.0,10.0,10.0,9.0,10.0
4569,5116726,Park Slope,Brooklyn,40.67034,-73.97512,8,2.5,4.0,6.0,$995.00,363,52,99.0,10.0,10.0,10.0,10.0,9.0
1856,1649957,Morningside Heights,Manhattan,40.8117,-73.9555,3,1,1.0,3.0,$128.00,365,24,88.0,8.0,10.0,10.0,9.0,9.0
33711,45714456,Upper West Side,Manhattan,40.78346,-73.97543,2,2,1.0,1.0,$50.00,260,3,100.0,10.0,10.0,10.0,9.0,10.0
4899,5705775,Boerum Hill,Brooklyn,40.68826,-73.98558,4,1,2.0,3.0,$175.00,197,7,94.0,9.0,10.0,9.0,10.0,10.0
7725,9301755,Lower East Side,Manhattan,40.71269,-73.98171,2,1,1.0,1.0,$200.00,0,1,100.0,10.0,10.0,10.0,10.0,10.0
12337,15790071,Ridgewood,Queens,40.70462,-73.90199,2,1,1.0,1.0,$50.00,0,13,97.0,9.0,10.0,10.0,10.0,10.0
21971,30819919,Stuyvesant Town,Manhattan,40.73227,-73.9745,1,1,1.0,1.0,$80.00,0,2,100.0,10.0,10.0,10.0,10.0,10.0
29573,41840000,Williamsburg,Brooklyn,40.71356,-73.9618,2,1,1.0,1.0,$50.00,0,2,100.0,10.0,10.0,10.0,10.0,10.0
10620,13217755,Upper West Side,Manhattan,40.79934,-73.96527,2,1,1.0,1.0,$90.00,0,3,20.0,2.0,10.0,10.0,10.0,2.0
7502,9050373,Flatbush,Brooklyn,40.65228,-73.96428,4,1,1.0,2.0,$95.00,0,28,96.0,10.0,10.0,10.0,9.0,10.0
16324,21664702,Williamsburg,Brooklyn,40.70994,-73.94599,2,1,1.0,1.0,$99.00,0,51,96.0,9.0,10.0,10.0,10.0,10.0
11970,15097126,Maspeth,Queens,40.73812,-73.89717,2,1,1.0,1.0,$65.00,0,6,100.0,10.0,10.0,10.0,10.0,10.0
24282,34755449,Elmhurst,Queens,40.73241,-73.88567,2,1,1.0,2.0,$85.00,364,3,93.0,9.0,10.0,10.0,10.0,8.0
13674,18023284,Clinton Hill,Brooklyn,40.69245,-73.96094,4,1,2.0,2.0,$197.00,0,7,97.0,9.0,10.0,10.0,9.0,10.0
4716,5395679,Ridgewood,Queens,40.69829,-73.90771,2,1,1.0,1.0,$50.00,365,160,92.0,9.0,10.0,9.0,9.0,9.0
16424,21765318,Greenpoint,Brooklyn,40.72503,-73.94363,1,1,1.0,3.0,$35.00,365,20,98.0,10.0,10.0,10.0,10.0,10.0
4738,5424042,Flushing,Queens,40.75024,-73.80607,8,2,4.0,4.0,$285.00,335,73,92.0,9.0,10.0,10.0,9.0,9.0
15696,20899758,Harlem,Manhattan,40.83037,-73.94607,4,1,2.0,5.0,$119.00,0,7,97.0,9.0,10.0,10.0,10.0,10.0
32880,45161512,Bensonhurst,Brooklyn,40.62203,-73.99532,3,1,1.0,2.0,$60.00,365,1,20.0,2.0,2.0,2.0,2.0,2.0
16357,21700414,East Harlem,Manhattan,40.7934,-73.94091,2,1,1.0,1.0,$63.00,0,2,100.0,10.0,10.0,10.0,9.0,10.0
26209,37818248,Maspeth,Queens,40.73866,-73.89572,2,4,1.0,1.0,$55.00,0,22,99.0,9.0,10.0,10.0,9.0,10.0
18177,24177410,Bedford-Stuyvesant,Brooklyn,40.6906,-73.93475,3,1,1.0,2.0,$80.00,180,4,85.0,10.0,9.0,10.0,9.0,10.0
6509,7700741,Harlem,Manhattan,40.81406,-73.95282,2,1,1.0,1.0,$69.00,0,1,100.0,8.0,9.0,10.0,9.0,9.0
10087,12519042,Bedford-Stuyvesant,Brooklyn,40.6851,-73.94793,2,1.5,1.0,1.0,$65.00,0,26,99.0,10.0,10.0,10.0,10.0,10.0
15727,20936537,Bushwick,Brooklyn,40.69641,-73.92426,1,1,1.0,1.0,$50.00,0,2,80.0,6.0,10.0,8.0,8.0,8.0
18087,23979192,Crown Heights,Brooklyn,40.67446,-73.95007,3,1,1.0,1.0,$70.00,0,3,100.0,9.0,10.0,10.0,10.0,10.0
15340,20394813,Park Slope,Brooklyn,40.67863,-73.97372,2,1,1.0,1.0,$125.00,0,2,90.0,9.0,10.0,10.0,10.0,9.0
3956,4498927,Harlem,Manhattan,40.82342,-73.94343,8,1,2.0,3.0,$120.00,188,99,97.0,10.0,10.0,10.0,10.0,9.0
14237,18929564,Crown Heights,Brooklyn,40.66485,-73.95192,5,1.5,3.0,2.0,$150.00,0,2,100.0,10.0,10.0,10.0,10.0,10.0
9605,11697308,Upper East Side,Manhattan,40.78002,-73.95284,2,1,1.0,1.0,$65.00,341,9,80.0,9.0,10.0,8.0,9.0,8.0
1557,1165913,Sunnyside,Queens,40.74239,-73.92213,1,1,1.0,1.0,$65.00,365,14,100.0,10.0,10.0,10.0,10.0,10.0
32661,44804027,East Harlem,Manhattan,40.79752,-73.93961,8,1.5,3.0,4.0,$202.00,337,4,100.0,10.0,10.0,10.0,10.0,10.0
