,id,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,accommodates,bathrooms,bedrooms,beds,price,availability_365,number_of_reviews,review_scores_rating,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value
23778,34117228,Greenpoint,Brooklyn,40.72187,-73.94303,2,1,1.0,1.0,$65.00,0,8,98.0,10.0,10.0,10.0,10.0,10.0
2477,2367089,Upper East Side,Manhattan,40.78092,-73.95162,3,1,1.0,1.0,$155.00,0,75,98.0,10.0,10.0,10.0,10.0,10.0
20947,29539744,Bushwick,Brooklyn,40.70048,-73.91977,2,2.5,1.0,1.0,$34.00,365,3,87.0,9.0,10.0,8.0,10.0,9.0
30665,42940158,New Dorp,Staten Island,40.5782,-74.11429,6,1,3.0,4.0,$175.00,177,12,100.0,10.0,10.0,10.0,10.0,10.0
11588,14351733,Sunnyside,Queens,40.7463,-73.91377,3,1,1.0,2.0,$60.00,0,15,96.0,9.0,10.0,10.0,10.0,10.0
25496,36662970,Bushwick,Brooklyn,40.69944,-73.91374,2,1,1.0,1.0,$69.00,364,6,90.0,7.0,10.0,10.0,9.0,9.0
24585,35229243,Midtown,Manhattan,40.75558,-73.96872,14,3,4.0,9.0,$357.00,159,20,100.0,10.0,10.0,10.0,10.0,10.0
18026,23870093,Bedford-Stuyvesant,Brooklyn,40.68378,-73.93924,2,1,1.0,1.0,$135.00,365,5,96.0,9.0,10.0,10.0,10.0,10.0
20377,28461152,Carroll Gardens,Brooklyn,40.67971,-73.99443,6,2,3.0,3.0,$500.00,157,10,98.0,10.0,9.0,10.0,10.0,10.0
30356,42661402,Bushwick,Brooklyn,40.6919,-73.91393,2,1,1.0,1.0,$48.00,270,102,98.0,10.0,10.0,10.0,10.0,10.0
25557,36800722,Upper East Side,Manhattan,40.76016,-73.96059,2,2,2.0,2.0,$225.00,0,5,100.0,10.0,10.0,10.0,10.0,10.0
13979,18560569,Harlem,Manhattan,40.80365,-73.95194,2,1,1.0,1.0,$157.00,339,41,97.0,10.0,10.0,10.0,9.0,9.0
17232,22470605,Greenpoint,Brooklyn,40.72332,-73.94453,2,1,1.0,1.0,$79.00,89,4,95.0,10.0,10.0,10.0,9.0,9.0
4383,4859903,Upper West Side,Manhattan,40.7838,-73.97266,2,1,1.0,1.0,$114.00,328,82,94.0,9.0,9.0,10.0,10.0,10.0
17108,22340384,Brownsville,Brooklyn,40.65916,-73.90108,16,1.5,3.0,7.0,$671.00,358,127,96.0,10.0,10.0,10.0,10.0,10.0
22092,31014381,Flushing,Queens,40.73204,-73.80417,2,1,1.0,1.0,$68.00,153,45,92.0,9.0,10.0,10.0,10.0,9.0
13872,18372104,Upper West Side,Manhattan,40.77055,-73.98276,4,2,2.0,2.0,$220.00,143,7,94.0,9.0,10.0,10.0,10.0,9.0
33864,45798463,Clinton Hill,Brooklyn,40.69374,-73.96195,2,1,1.0,0.0,$99.00,32,1,100.0,10.0,10.0,10.0,10.0,10.0
2559,2510394,Long Island City,Queens,40.74263,-73.95594,4,2,2.0,3.0,$395.00,362,56,98.0,10.0,9.0,10.0,10.0,9.0
20229,28206135,Morris Park,Bronx,40.85222,-73.85102,1,1,1.0,1.0,$47.00,319,15,97.0,9.0,9.0,9.0,9.0,9.0
11257,13891302,Hell's Kitchen,Manhattan,40.76249,-73.99935,5,2,2.0,3.0,$499.00,0,1,100.0,10.0,10.0,10.0,10.0,10.0
8030,9585339,Chelsea,Manhattan,40.75164,-74.00146,2,1,1.0,1.0,$100.00,0,5,96.0,10.0,9.0,10.0,9.0,10.0
8512,9944808,Bedford-Stuyvesant,Brooklyn,40.68818,-73.93826,1,1.5,1.0,2.0,$43.00,365,7,90.0,10.0,10.0,9.0,9.0,10.0
2992,3247291,Harlem,Manhattan,40.81198,-73.9437,2,1.5,1.0,1.0,$78.00,35,166,99.0,10.0,10.0,10.0,10.0,10.0
5406,6447136,Bushwick,Brooklyn,40.6971,-73.92046,4,1,1.0,2.0,$121.00,362,59,98.0,10.0,10.0,10.0,9.0,10.0
21460,30269789,Inwood,Manhattan,40.85936,-73.92975,2,1,1.0,1.0,$65.00,0,1,100.0,10.0,10.0,10.0,10.0,10.0
10252,12805496,Washington Heights,Manhattan,40.83342,-73.94612,2,1,1.0,1.0,$45.00,179,31,95.0,10.0,10.0,10.0,9.0,10.0
8265,9779136,Crown Heights,Brooklyn,40.67377,-73.95887,2,1,1.0,1.0,$50.00,0,1,100.0,10.0,10.0,10.0,8.0,8.0
14838,19719080,Crown Heights,Brooklyn,40.66729,-73.94886,2,2,1.0,2.0,$60.00,0,5,92.0,8.0,9.0,9.0,10.0,9.0
33220,45412133,Nolita,Manhattan,40.7227,-73.99367,2,1,1.0,1.0,$136.00,66,4,100.0,10.0,10.0,10.0,10.0,10.0
14239,18934728,Washington Heights,Manhattan,40.83791,-73.94225,1,1,1.0,1.0,$58.00,149,42,97.0,10.0,10.0,10.0,10.0,9.0
13546,17759478,Bedford-Stuyvesant,Brooklyn,40.68988,-73.95437,4,1,1.0,0.0,$85.00,365,98,93.0,9.0,10.0,10.0,9.0,9.0
17562,23054891,Hell's Kitchen,Manhattan,40.76113,-73.98697,3,1,1.0,1.0,$199.00,0,11,96.0,10.0,10.0,10.0,10.0,10.0
14963,19873887,Flatiron District,Manhattan,40.74014,-73.99058,10,2,2.0,3.0,$175.00,338,16,95.0,10.0,10.0,10.0,10.0,10.0
35082,46624622,Financial District,Manhattan,40.70644,-74.00383,2,1,1.0,1.0,$97.00,140,23,99.0,10.0,10.0,10.0,10.0,10.0
1941,1759526,Chelsea,Manhattan,40.74563,-73.99325,1,2,1.0,1.0,$99.00,0,11,95.0,9.0,10.0,9.0,10.0,10.0
28643,40725145,Flatbush,Brooklyn,40.65316,-73.96112,2,1,1.0,1.0,$80.00,0,2,100.0,10.0,10.0,10.0,10.0,10.0
19707,27328415,Bushwick,Brooklyn,40.68616,-73.90927,2,3,1.0,1.0,$80.00,0,3,93.0,10.0,10.0,10.0,9.0,10.0
28074,40162738,Washington Heights,Manhattan,40.85043,-73.93126,1,1,1.0,1.0,$35.00,179,1,80.0,8.0,10.0,10.0,8.0,8.0
14799,19673318,Rockaway Beach,Queens,40.58531,-73.81335,2,1,1.0,0.0,$169.00,270,15,99.0,10.0,10.0,10.0,10.0,10.0
17735,23378076,Washington Heights,Manhattan,40.8436,-73.94082,1,1,1.0,1.0,$115.00,0,2,90.0,10.0,10.0,10.0,9.0,9.0
35405,46837690,Bay Ridge,Brooklyn,40.63009,-74.02525,8,1,4.0,5.0,$149.00,212,7,100.0,10.0,10.0,10.0,10.0,10.0
19916,27623260,East Harlem,Manhattan,40.78646,-73.95226,3,1,1.0,1.0,$150.00,0,7,100.0,10.0,10.0,10.0,10.0,10.0
26935,38850758,Midtown,Manhattan,40.75161,-73.9715,4,1,1.0,2.0,$219.00,4,2,100.0,10.0,10.0,10.0,10.0,10.0
8930,10386831,Gowanus,Brooklyn,40.68444,-73.98847,2,1,1.0,1.0,$62.00,0,1,80.0,10.0,10.0,8.0,8.0,10.0
11426,14089808,East Harlem,Manhattan,40.79003,-73.9486,2,1,1.0,1.0,$75.00,179,103,97.0,10.0,10.0,10.0,10.0,10.0
25469,36607171,Clinton Hill,Brooklyn,40.69389,-73.96814,1,1,1.0,1.0,$22.00,65,1,100.0,10.0,10.0,10.0,10.0,10.0
20063,27919104,Harlem,Manhattan,40.80806,-73.94492,2,1,1.0,1.0,$98.00,9,18,97.0,10.0,10.0,10.0,10.0,9.0
20630,28952183,Crown Heights,Brooklyn,40.6755,-73.95066,2,-,1.0,1.0,$50.00,0,6,97.0,9.0,10.0,9.0,10.0,10.0
2442,2305890,Flatbush,Brooklyn,40.63449,-73.95742,2,1,1.0,1.0,$139.00,358,161,99.0,10.0,10.0,10.0,10.0,10.0
6555,7758577,Chelsea,Manhattan,40.74313,-73.99844,4,1,2.0,2.0,$175.00,0,2,90.0,10.0,9.0,10.0,9.0,9.0
7873,9445501,Hell's Kitchen,Manhattan,40.76376,-73.99323,3,1,1.0,2.0,$80.00,365,5,84.0,9.0,8.0,8.0,9.0,9.0
20911,29488512,Bushwick,Brooklyn,40.70179,-73.93248,3,1,1.0,1.0,$160.00,0,6,100.0,10.0,10.0,10.0,9.0,10.0
22747,32207083,Harlem,Manhattan,40.81182,-73.95178,4,1,1.0,3.0,$59.00,365,1,100.0,10.0,10.0,10.0,10.0,10.0
28023,40101435,Harlem,Manhattan,40.80201,-73.95478,2,1,1.0,1.0,$75.00,66,10,92.0,9.0,10.0,10.0,9.0,9.0
21368,30126088,Harlem,Manhattan,40.83054,-73.94692,3,2,1.0,1.0,$99.00,99,3,100.0,9.0,10.0,10.0,9.0,10.0
9618,11718547,Harlem,Manhattan,40.8284,-73.94461,2,1,1.0,1.0,$115.00,180,108,96.0,10.0,10.0,10.0,9.0,10.0
3792,4299536,Clinton Hill,Brooklyn,40.68566,-73.96022,4,2,2.0,2.0,$100.00,7,41,97.0,9.0,10.0,10.0,9.0,9.0
2129,2010787,Williamsburg,Brooklyn,40.71861,-73.94362,2,1,1.0,1.0,$125.00,358,7,87.0,8.0,10.0,10.0,8.0,9.0
6329,7515281,Crown Heights,Brooklyn,40.67065,-73.93544,1,1,1.0,1.0,$40.00,0,1,100.0,10.0,10.0,10.0,8.0,10.0
112,46544,Park Slope,Brooklyn,40.67994,-73.97863,2,1,1.0,0.0,$150.00,188,58,94.0,9.0,10.0,10.0,10.0,9.0
13764,18194429,Upper West Side,Manhattan,40.79185,-73.972,2,1,1.0,1.0,$100.00,0,12,100.0,10.0,10.0,10.0,10.0,10.0
1250,848220,Upper East Side,Manhattan,40.76714,-73.95922,3,1,1.0,1.0,$157.00,277,240,96.0,9.0,10.0,10.0,10.0,9.0
3543,3983643,Gramercy,Manhattan,40.73816,-73.98432,2,1,1.0,1.0,$130.00,365,2,100.0,10.0,10.0,10.0,10.0,9.0
11814,14823020,Ridgewood,Queens,40.70424,-73.91011,2,1,1.0,0.0,$42.00,88,8,94.0,9.0,10.0,10.0,9.0,10.0
31172,43310255,Little Italy,Manhattan,40.71983,-73.99588,2,1,1.0,1.0,$100.00,69,11,100.0,10.0,10.0,10.0,10.0,10.0
14546,19317834,Flatbush,Brooklyn,40.63991,-73.95152,3,1,1.0,2.0,$97.00,0,21,94.0,10.0,10.0,10.0,9.0,9.0
3389,3798874,Park Slope,Brooklyn,40.68098,-73.97925,5,3,3.0,3.0,$279.00,0,4,95.0,9.0,10.0,10.0,10.0,10.0
8142,9706724,Crown Heights,Brooklyn,40.66916,-73.95125,1,1,1.0,1.0,$55.00,0,5,100.0,10.0,10.0,10.0,10.0,10.0
12759,16353473,Williamsburg,Brooklyn,40.70741,-73.9407,1,1,1.0,1.0,$85.00,0,1,100.0,10.0,10.0,10.0,10.0,10.0
24448,35038658,Elmhurst,Queens,40.74701,-73.88078,3,1,1.0,2.0,$59.00,87,3,100.0,10.0,10.0,10.0,10.0,10.0
34573,46308360,Brownsville,Brooklyn,40.65286,-73.90808,1,1,1.0,1.0,$50.00,365,4,100.0,10.0,10.0,10.0,10.0,9.0
3471,3897387,Prospect Heights,Brooklyn,40.67927,-73.97366,2,1,1.0,1.0,$116.00,248,152,99.0,10.0,10.0,10.0,10.0,10.0
14336,19069900,East Village,Manhattan,40.72231,-73.98355,2,1,1.0,1.0,$180.00,0,7,97.0,10.0,10.0,10.0,10.0,10.0
3249,3622890,Lower East Side,Manhattan,40.72154,-73.98456,2,1,1.0,1.0,$80.00,0,17,88.0,9.0,9.0,9.0,9.0,9.0
9827,12088765,Bedford-Stuyvesant,Brooklyn,40.6908,-73.95728,1,1,1.0,1.0,$43.00,0,4,100.0,9.0,10.0,10.0,10.0,10.0
8304,9805128,Ridgewood,Queens,40.69381,-73.90481,2,1,1.0,1.0,$49.00,0,2,90.0,8.0,10.0,10.0,8.0,10.0
16462,21798471,Tribeca,Manhattan,40.71844,-74.0039,5,2,2.0,2.0,$187.00,173,1,100.0,10.0,10.0,10.0,10.0,8.0
28616,40704734,Bushwick,Brooklyn,40.70107,-73.91638,1,1,1.0,1.0,$25.00,0,4,85.0,9.0,9.0,9.0,10.0,9.0
4852,5627418,Bedford-Stuyvesant,Brooklyn,40.68153,-73.93825,2,1,1.0,1.0,$83.00,205,156,98.0,10.0,10.0,10.0,9.0,10.0
3464,3884105,Prospect-Lefferts Gardens,Brooklyn,40.66021,-73.96001,4,1,1.0,2.0,$125.00,0,12,87.0,9.0,10.0,10.0,9.0,9.0
7327,8823897,Bedford-Stuyvesant,Brooklyn,40.67882,-73.95327,2,1,1.0,1.0,$85.00,309,106,94.0,9.0,10.0,10.0,9.0,9.0
5185,6188022,Greenpoint,Brooklyn,40.73163,-73.95434,4,2,2.0,2.0,$225.00,0,1,100.0,10.0,10.0,10.0,10.0,10.0
23314,33267781,Upper West Side,Manhattan,40.77479,-73.981,3,1,1.0,1.0,$119.00,364,35,97.0,9.0,10.0,10.0,10.0,9.0
306,159815,Bedford-Stuyvesant,Brooklyn,40.68048,-73.93938,2,1,1.0,1.0,$81.00,0,52,98.0,9.0,10.0,10.0,10.0,10.0
24352,34886485,Williamsburg,Brooklyn,40.71069,-73.94999,4,1,2.0,2.0,$125.00,0,8,100.0,10.0,10.0,10.0,10.0,10.0
5329,6358342,Harlem,Manhattan,40.81528,-73.94035,4,1,1.0,2.0,$159.00,0,8,100.0,10.0,10.0,10.0,9.0,10.0
18898,25745372,East Village,Manhattan,40.72414,-73.97918,2,1.5,1.0,1.0,$145.00,0,15,96.0,10.0,10.0,9.0,9.0,9.0
35597,46985966,Crown Heights,Brooklyn,40.66567,-73.95125,7,1,3.0,4.0,$120.00,347,1,100.0,10.0,10.0,10.0,10.0,10.0
11073,13674349,Bedford-Stuyvesant,Brooklyn,40.68136,-73.95642,4,1,1.0,1.0,$119.00,0,11,98.0,10.0,10.0,10.0,10.0,10.0
23406,33467371,Upper East Side,Manhattan,40.76602,-73.95856,16,4.5,6.0,9.0,"$1,250.00",358,35,100.0,10.0,10.0,10.0,10.0,9.0
1656,1305265,Kensington,Brooklyn,40.64342,-73.97851,6,2.5,3.0,4.0,$315.00,179,5,100.0,10.0,10.0,10.0,10.0,9.0
9187,10853313,Clinton Hill,Brooklyn,40.6869,-73.96324,4,1,1.0,1.0,$115.00,307,211,97.0,9.0,10.0,10.0,10.0,9.0
27657,39693688,Crown Heights,Brooklyn,40.66851,-73.93044,2,1,1.0,1.0,$45.00,0,15,95.0,9.0,9.0,9.0,9.0,9.0
30594,42871724,St. George,Staten Island,40.6438,-74.08632,6,1,2.0,4.0,$100.00,179,2,100.0,10.0,9.0,10.0,10.0,9.0
23490,33622378,Lower East Side,Manhattan,40.72031,-73.98813,2,1,1.0,1.0,"$9,999.00",334,48,89.0,9.0,9.0,9.0,9.0,9.0
28593,40680826,Crown Heights,Brooklyn,40.67288,-73.95991,4,1,1.0,1.0,$115.00,0,2,100.0,9.0,10.0,10.0,10.0,10.0
20266,28286395,Midtown,Manhattan,40.76532,-73.98341,2,1,1.0,1.0,$85.00,0,31,97.0,10.0,10.0,10.0,10.0,9.0
12194,15534578,Upper East Side,Manhattan,40.77102,-73.94759,4,1,2.0,4.0,$200.00,0,2,100.0,10.0,10.0,10.0,10.0,10.0
22884,32492359,Springfield Gardens,Queens,40.65859,-73.76927,6,1,3.0,3.0,$150.00,0,19,94.0,9.0,10.0,10.0,9.0,10.0
12442,15952447,Park Slope,Brooklyn,40.67108,-73.97568,4,1,1.0,3.0,$150.00,182,147,99.0,10.0,10.0,10.0,10.0,10.0
12020,15206272,Bedford-Stuyvesant,Brooklyn,40.68198,-73.92806,1,1,1.0,0.0,$50.00,364,25,96.0,9.0,10.0,10.0,10.0,10.0
12897,16468214,Crown Heights,Brooklyn,40.67172,-73.93936,2,1.5,3.0,1.0,$88.00,0,3,100.0,10.0,10.0,10.0,10.0,10.0
32091,44162204,Sunset Park,Brooklyn,40.64537,-74.01716,2,1,1.0,1.0,$60.00,178,18,99.0,10.0,10.0,10.0,10.0,10.0
1621,1252565,Harlem,Manhattan,40.82427,-73.94428,1,1,1.0,1.0,$50.00,364,73,94.0,9.0,10.0,10.0,9.0,9.0
11580,14336338,Upper East Side,Manhattan,40.77864,-73.95154,2,1,1.0,1.0,$150.00,73,31,92.0,9.0,10.0,10.0,9.0,9.0
27651,39689636,Prospect Heights,Brooklyn,40.68,-73.97292,2,1,1.0,1.0,$70.00,0,1,100.0,10.0,10.0,10.0,10.0,10.0
18228,24287062,Elmhurst,Queens,40.74586,-73.89001,4,1,2.0,3.0,$85.00,336,48,93.0,9.0,10.0,10.0,10.0,9.0
17487,22942669,Bedford-Stuyvesant,Brooklyn,40.68612,-73.93266,1,1,1.0,1.0,$35.00,280,7,100.0,10.0,10.0,10.0,10.0,10.0
238,99662,Lower East Side,Manhattan,40.71841,-73.99019,2,1,1.0,1.0,$135.00,365,28,86.0,8.0,9.0,10.0,9.0,9.0
1070,741712,Gramercy,Manhattan,40.7335,-73.98704,2,1,1.0,1.0,$75.00,0,1,94.0,10.0,10.0,10.0,10.0,8.0
27312,39335757,Williamsburg,Brooklyn,40.71522,-73.94782,1,1,1.0,1.0,$50.00,0,1,100.0,10.0,10.0,10.0,10.0,10.0
486,267652,Kensington,Brooklyn,40.64277,-73.97296,2,1,1.0,1.0,$60.00,342,27,100.0,10.0,10.0,10.0,10.0,10.0
33529,45593059,Bedford-Stuyvesant,Brooklyn,40.68369,-73.94412,2,1,1.0,1.0,$78.00,0,7,100.0,10.0,10.0,10.0,10.0,10.0
24499,35119736,Inwood,Manhattan,40.86316,-73.92369,6,1,1.0,2.0,$119.00,0,16,96.0,9.0,10.0,10.0,10.0,10.0
6696,7920170,Washington Heights,Manhattan,40.85597,-73.9333,2,1,1.0,1.0,$59.00,342,116,98.0,10.0,10.0,10.0,10.0,10.0
10327,12881611,Greenpoint,Brooklyn,40.72762,-73.95051,1,1.5,1.0,1.0,$49.00,0,22,95.0,9.0,10.0,10.0,10.0,10.0
6275,7448093,Greenpoint,Brooklyn,40.73059,-73.95651,2,1,1.0,1.0,$130.00,0,3,100.0,9.0,10.0,10.0,10.0,10.0
1800,1524017,Chelsea,Manhattan,40.74461,-74.00172,2,1,1.0,0.0,$178.00,365,63,91.0,10.0,10.0,10.0,10.0,9.0
233,95747,Williamsburg,Brooklyn,40.71055,-73.95098,2,1,1.0,1.0,$140.00,87,13,100.0,9.0,10.0,10.0,10.0,10.0
12053,15268654,Gowanus,Brooklyn,40.68154,-73.9897,5,1,2.0,2.0,$140.00,1,127,97.0,10.0,10.0,10.0,10.0,10.0
19459,26861684,Flatlands,Brooklyn,40.6327,-73.92344,5,1,1.0,1.0,$80.00,365,49,93.0,10.0,10.0,10.0,9.0,9.0
18651,25134311,East Harlem,Manhattan,40.78484,-73.94756,6,1,2.0,4.0,$188.00,171,66,88.0,9.0,10.0,9.0,9.0,9.0
12934,16533105,Harlem,Manhattan,40.80312,-73.95583,3,1,1.0,1.0,$54.00,67,383,94.0,9.0,10.0,9.0,10.0,9.0
15122,20040078,Hell's Kitchen,Manhattan,40.75582,-73.99522,4,1,2.0,2.0,$150.00,179,61,95.0,10.0,10.0,10.0,10.0,9.0
9599,11687738,Upper East Side,Manhattan,40.76087,-73.96217,2,1,1.0,1.0,$100.00,21,14,84.0,8.0,9.0,9.0,9.0,8.0
30439,42724728,Chinatown,Manhattan,40.71656,-73.99042,1,1,1.0,1.0,$33.00,177,19,97.0,10.0,9.0,10.0,10.0,10.0
2982,3227002,Clinton Hill,Brooklyn,40.68717,-73.9669,4,1,3.0,4.0,$200.00,0,3,90.0,9.0,10.0,10.0,9.0,8.0
20674,29027131,Bushwick,Brooklyn,40.70424,-73.92789,2,2,1.0,1.0,$50.00,365,14,84.0,9.0,8.0,8.0,9.0,9.0
26322,37990156,Midtown,Manhattan,40.75576,-73.96258,4,1,1.0,1.0,$120.00,365,3,87.0,8.0,8.0,7.0,9.0,9.0
10699,13307480,Washington Heights,Manhattan,40.83727,-73.94099,4,1,1.0,3.0,$150.00,295,103,95.0,9.0,10.0,10.0,9.0,9.0
5665,6731170,Harlem,Manhattan,40.80352,-73.95079,4,1,1.0,2.0,$109.00,0,1,80.0,6.0,10.0,10.0,8.0,8.0
10725,13343144,Astoria,Queens,40.7554,-73.92578,1,1,1.0,2.0,$75.00,89,3,100.0,7.0,10.0,10.0,10.0,10.0
22965,32612264,Bushwick,Brooklyn,40.7001,-73.9261,2,1,1.0,1.0,$70.00,365,24,97.0,10.0,10.0,10.0,10.0,9.0
22269,31218310,New Dorp Beach,Staten Island,40.56561,-74.10296,2,1.5,1.0,1.0,$75.00,342,140,97.0,10.0,10.0,10.0,10.0,10.0
14145,18806323,Rockaway Beach,Queens,40.58775,-73.80234,6,1,2.0,3.0,$160.00,228,86,99.0,10.0,10.0,10.0,10.0,10.0
3663,4136252,Harlem,Manhattan,40.80985,-73.94348,2,1,1.0,1.0,$99.00,364,82,95.0,10.0,10.0,10.0,9.0,10.0
13428,17538067,Bedford-Stuyvesant,Brooklyn,40.69468,-73.9479,2,2,1.0,1.0,$55.00,0,3,100.0,9.0,10.0,10.0,9.0,10.0
20380,28462562,Upper East Side,Manhattan,40.76972,-73.94966,4,1,1.0,2.0,$135.00,0,59,93.0,9.0,10.0,10.0,10.0,9.0
15266,20254247,Bedford-Stuyvesant,Brooklyn,40.6957,-73.94919,1,1,1.0,1.0,$38.00,0,2,100.0,9.0,10.0,10.0,10.0,10.0
11750,14707466,Long Island City,Queens,40.74664,-73.94627,2,1,1.0,1.0,$75.00,365,107,91.0,9.0,9.0,9.0,10.0,9.0
20144,28050688,Williamsburg,Brooklyn,40.70663,-73.92796,2,1.5,1.0,1.0,$75.00,0,7,91.0,9.0,10.0,10.0,9.0,9.0
13464,17605478,Bushwick,Brooklyn,40.69472,-73.92316,6,2,3.0,4.0,$49.00,365,34,86.0,9.0,9.0,9.0,9.0,9.0
31015,43204315,Financial District,Manhattan,40.70604,-74.00615,1,2,1.0,1.0,$39.00,202,2,100.0,10.0,10.0,9.0,10.0,10.0
26563,38329522,Washington Heights,Manhattan,40.8541,-73.93112,5,1,1.0,1.0,$150.00,0,24,88.0,9.0,10.0,10.0,9.0,9.0
28484,40586837,Prospect-Lefferts Gardens,Brooklyn,40.66115,-73.95598,5,1,2.0,3.0,$135.00,170,7,97.0,9.0,9.0,10.0,10.0,9.0
32938,45204055,Harlem,Manhattan,40.82841,-73.94666,2,1,1.0,1.0,$59.00,365,5,100.0,10.0,10.0,10.0,10.0,10.0
19560,27029508,East Flatbush,Brooklyn,40.65775,-73.91892,8,1,3.0,3.0,$150.00,356,45,94.0,9.0,10.0,10.0,9.0,9.0
23632,33897838,Columbia St,Brooklyn,40.68734,-74.00019,3,1,1.0,1.0,$218.00,0,7,94.0,10.0,9.0,9.0,9.0,9.0
6295,7473810,Bedford-Stuyvesant,Brooklyn,40.68141,-73.95841,6,2.5,3.0,6.0,$400.00,0,9,94.0,9.0,10.0,10.0,9.0,10.0
32691,44899037,East Village,Manhattan,40.72385,-73.98525,7,1,2.0,3.0,$189.00,361,6,93.0,9.0,10.0,10.0,10.0,9.0
2785,2883054,Crown Heights,Brooklyn,40.67335,-73.91881,4,1,2.0,2.0,$79.00,250,206,93.0,10.0,10.0,10.0,9.0,10.0
10666,13264690,Harlem,Manhattan,40.82737,-73.94366,2,1,1.0,1.0,$60.00,364,73,95.0,10.0,10.0,10.0,9.0,9.0
1258,850338,Williamsburg,Brooklyn,40.71427,-73.94671,6,1,1.0,3.0,$138.00,236,188,97.0,10.0,10.0,10.0,10.0,10.0
13401,17497948,Chinatown,Manhattan,40.713,-73.99729,4,1,1.0,2.0,$65.00,0,22,97.0,10.0,10.0,10.0,9.0,10.0
18427,24700123,Astoria,Queens,40.7695,-73.92353,2,1,1.0,1.0,$45.00,363,72,94.0,10.0,10.0,10.0,10.0,10.0
6236,7397699,Williamsburg,Brooklyn,40.7122,-73.9511,1,1.5,1.0,1.0,$35.00,0,3,87.0,7.0,10.0,10.0,10.0,9.0
24419,34999950,Harlem,Manhattan,40.81678,-73.93695,3,1,1.0,1.0,$70.00,28,4,100.0,9.0,9.0,10.0,9.0,9.0
5274,6303109,Cobble Hill,Brooklyn,40.68749,-73.99899,4,1,2.0,3.0,$100.00,362,2,100.0,10.0,10.0,10.0,10.0,10.0
18305,24448560,Harlem,Manhattan,40.82378,-73.95197,1,1,1.0,1.0,$45.00,0,1,100.0,10.0,10.0,8.0,8.0,10.0
25605,36906470,Elmhurst,Queens,40.74302,-73.88638,2,1,1.0,1.0,$48.00,74,12,100.0,10.0,10.0,10.0,10.0,10.0
1399,987329,Astoria,Queens,40.76491,-73.9207,3,1,1.0,3.0,$95.00,365,83,92.0,10.0,10.0,10.0,10.0,9.0
10248,12797598,East Harlem,Manhattan,40.79018,-73.94872,2,1,1.0,1.0,$129.00,0,56,99.0,10.0,10.0,10.0,10.0,9.0
14521,19284253,Murray Hill,Manhattan,40.74863,-73.98154,6,1,2.0,4.0,$90.00,364,6,77.0,7.0,9.0,8.0,10.0,7.0
4617,5213963,East Harlem,Manhattan,40.80302,-73.93476,3,1,1.0,2.0,$119.00,0,1,100.0,10.0,10.0,10.0,10.0,10.0
14325,19057479,East Harlem,Manhattan,40.79528,-73.93496,4,1,2.0,3.0,$105.00,329,31,98.0,9.0,10.0,10.0,9.0,10.0
