,id,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,accommodates,bathrooms,bedrooms,beds,price,availability_365,number_of_reviews,review_scores_rating,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value
34,12627,Prospect-Lefferts Gardens,Brooklyn,40.65944,-73.96238,2,1.0,1.0,1.0,$150.00,129,13,97.0,10.0,10.0,10.0,10.0,10.0
42165,37479756,Upper West Side,Manhattan,40.79395,-73.9633,2,2.0,1.0,1.0,$50.00,79,14,96.0,9.0,10.0,10.0,10.0,9.0
30951,27577076,East Harlem,Manhattan,40.80226,-73.93583,6,1.0,2.0,8.0,$175.00,104,51,95.0,10.0,10.0,10.0,9.0,9.0
19065,16617542,Lower East Side,Manhattan,40.71875,-73.98349,1,1.0,1.0,1.0,$60.00,0,2,90.0,10.0,10.0,10.0,10.0,10.0
22852,20227428,Little Neck,Queens,40.75794,-73.72956,2,1.0,1.0,1.0,$45.00,78,17,95.0,10.0,10.0,10.0,10.0,10.0
13412,11605983,Boerum Hill,Brooklyn,40.68792,-73.98999,4,1.0,1.0,2.0,$125.00,0,8,93.0,9.0,10.0,10.0,10.0,10.0
12498,10293298,Bedford-Stuyvesant,Brooklyn,40.68574,-73.93022,1,1.0,1.0,1.0,$55.00,1,13,95.0,10.0,10.0,10.0,10.0,9.0
40891,36386298,Bedford-Stuyvesant,Brooklyn,40.67959,-73.94987,6,2.0,3.0,3.0,$180.00,156,24,97.0,10.0,10.0,10.0,10.0,10.0
19962,17737245,Bedford-Stuyvesant,Brooklyn,40.6966,-73.93839,2,1.0,1.0,1.0,$70.00,0,27,87.0,7.0,10.0,9.0,9.0,9.0
29033,25424961,SoHo,Manhattan,40.72425,-74.00331,2,1.0,1.0,1.0,$80.00,0,3,93.0,9.0,10.0,10.0,10.0,10.0
22366,19867655,Williamsburg,Brooklyn,40.71949,-73.95827,4,2.0,2.0,2.0,$200.00,0,1,100.0,10.0,10.0,10.0,10.0,10.0
17514,15297704,Lower East Side,Manhattan,40.72205,-73.9913,2,1.0,1.0,1.0,$118.00,0,3,80.0,10.0,10.0,9.0,10.0,9.0
37813,33941653,Harlem,Manhattan,40.80437,-73.94595,2,1.0,0.0,1.0,$85.00,179,3,100.0,10.0,10.0,10.0,9.0,10.0
24544,21515431,Chinatown,Manhattan,40.7141,-73.99157,4,1.0,1.0,1.0,$110.00,66,45,95.0,8.0,10.0,10.0,10.0,9.0
43285,38297641,Clinton Hill,Brooklyn,40.68205,-73.96323,4,1.0,1.0,2.0,$115.00,23,16,99.0,10.0,10.0,10.0,10.0,10.0
26906,23061112,Brownsville,Brooklyn,40.67087,-73.91293,4,1.0,2.0,2.0,$65.00,23,48,93.0,9.0,10.0,10.0,8.0,9.0
334,103311,Greenpoint,Brooklyn,40.73861,-73.95485,6,1.0,2.0,3.0,$599.00,29,9,83.0,10.0,9.0,9.0,7.0,9.0
36931,33085491,Bedford-Stuyvesant,Brooklyn,40.68857,-73.9384,6,1.0,2.0,3.0,$160.00,129,51,95.0,10.0,10.0,10.0,9.0,10.0
32856,29567482,Gowanus,Brooklyn,40.67022,-73.9914,4,1.0,1.0,2.0,$130.00,77,20,98.0,10.0,10.0,10.0,10.0,10.0
7595,6405859,Williamsburg,Brooklyn,40.70933,-73.95577,2,1.0,1.0,1.0,$56.00,0,2,100.0,9.0,10.0,10.0,9.0,10.0
15593,13549611,Cypress Hills,Brooklyn,40.68144,-73.89416,4,1.0,2.0,1.0,$75.00,0,2,100.0,10.0,10.0,10.0,9.0,10.0
47701,40588652,East Harlem,Manhattan,40.79108,-73.94743,5,1.0,1.0,3.0,$190.00,173,7,97.0,10.0,9.0,10.0,9.0,9.0
4869,3882103,Hell's Kitchen,Manhattan,40.76665,-73.9866,6,1.0,2.0,3.0,$250.00,320,1,100.0,8.0,10.0,10.0,10.0,10.0
4777,3812222,Forest Hills,Queens,40.72356,-73.83982,4,1.0,1.0,2.0,$125.00,344,145,97.0,9.0,10.0,10.0,10.0,10.0
25480,22001385,Two Bridges,Manhattan,40.70992,-74.00102,1,1.0,1.0,1.0,$85.00,365,2,90.0,8.0,9.0,10.0,10.0,9.0
43227,38259982,Inwood,Manhattan,40.86065,-73.92927,6,1.0,1.0,3.0,$160.00,250,16,99.0,10.0,10.0,10.0,9.0,10.0
38833,34718633,Port Morris,Bronx,40.80838,-73.93091,1,1.0,1.0,1.0,$22.00,94,10,72.0,8.0,9.0,9.0,7.0,8.0
31203,27831402,Williamsburg,Brooklyn,40.71247,-73.94548,2,1.0,1.0,1.0,$70.00,0,2,60.0,4.0,10.0,10.0,10.0,8.0
37214,33394700,Sheepshead Bay,Brooklyn,40.60165,-73.96299,2,1.0,1.0,1.0,$55.00,0,4,85.0,9.0,10.0,8.0,9.0,9.0
28959,25323446,East Elmhurst,Queens,40.76799,-73.8795,8,1.0,2.0,3.0,$132.00,331,183,92.0,9.0,10.0,9.0,9.0,9.0
37784,33912291,Bushwick,Brooklyn,40.69903,-73.9149,2,1.0,1.0,2.0,$52.00,0,42,93.0,9.0,10.0,10.0,9.0,9.0
16909,14609804,Chelsea,Manhattan,40.74945,-73.99742,2,1.0,0.0,1.0,$175.00,109,41,96.0,9.0,10.0,10.0,10.0,10.0
44449,39003811,Hell's Kitchen,Manhattan,40.75514,-73.99631,3,1.0,2.0,2.0,$150.00,46,11,96.0,9.0,10.0,10.0,10.0,10.0
9544,8032689,Prospect Heights,Brooklyn,40.67874,-73.96842,2,1.0,0.0,1.0,$150.00,0,1,80.0,6.0,10.0,10.0,10.0,10.0
48975,41137917,Gramercy,Manhattan,40.73311,-73.98176,2,1.0,1.0,0.0,$70.00,46,1,100.0,10.0,10.0,10.0,10.0,10.0
41249,36697196,Jamaica Estates,Queens,40.71522,-73.79193,10,1.5,4.0,5.0,$68.00,361,5,88.0,10.0,9.0,10.0,10.0,9.0
30175,26803876,Prospect-Lefferts Gardens,Brooklyn,40.65501,-73.95948,2,1.0,0.0,1.0,$45.00,0,2,100.0,10.0,10.0,10.0,10.0,10.0
17000,14741343,Prospect-Lefferts Gardens,Brooklyn,40.65549,-73.96183,1,1.0,0.0,1.0,$189.00,88,2,100.0,10.0,10.0,10.0,10.0,8.0
271,70128,East Village,Manhattan,40.73198,-73.98881,1,1.0,1.0,1.0,$65.00,0,53,97.0,9.0,10.0,10.0,10.0,10.0
24438,21444065,Harlem,Manhattan,40.8107,-73.94731,3,1.0,1.0,2.0,$150.00,0,10,90.0,8.0,10.0,10.0,9.0,9.0
39878,35549378,Hell's Kitchen,Manhattan,40.76369,-73.98891,1,1.0,1.0,1.0,$100.00,200,10,92.0,9.0,9.0,10.0,10.0,10.0
37555,33709253,Financial District,Manhattan,40.70729,-74.01095,8,2.0,3.0,4.0,$388.00,352,32,99.0,10.0,10.0,10.0,10.0,10.0
48375,40890133,Kips Bay,Manhattan,40.74236,-73.97805,2,1.0,1.0,1.0,$61.00,1,1,100.0,8.0,10.0,8.0,10.0,10.0
35565,31599484,Williamsburg,Brooklyn,40.7133,-73.96341,4,1.0,2.0,2.0,$120.00,105,20,91.0,9.0,9.0,10.0,10.0,9.0
39971,35619441,Williamsburg,Brooklyn,40.70954,-73.94448,1,1.0,1.0,1.0,$100.00,118,2,100.0,10.0,10.0,8.0,10.0,10.0
32583,29277834,Murray Hill,Manhattan,40.74629,-73.97703,6,2.0,3.0,4.0,$899.00,327,6,93.0,9.0,9.0,10.0,9.0,8.0
40518,36077160,Astoria,Queens,40.77472,-73.92825,2,1.0,1.0,2.0,$100.00,76,1,100.0,10.0,10.0,10.0,10.0,10.0
9401,7902089,Upper East Side,Manhattan,40.77098,-73.95965,1,1.0,0.0,1.0,$150.00,0,5,100.0,10.0,10.0,10.0,10.0,10.0
12602,10438662,Bedford-Stuyvesant,Brooklyn,40.69363,-73.94805,2,1.0,1.0,1.0,$70.00,365,34,86.0,8.0,9.0,9.0,9.0,9.0
4532,3601900,Washington Heights,Manhattan,40.84943,-73.93146,2,1.0,1.0,1.0,$50.00,0,19,92.0,8.0,9.0,9.0,9.0,9.0
5907,4716613,Bushwick,Brooklyn,40.70131,-73.91745,2,1.0,1.0,1.0,$90.00,363,8,89.0,8.0,10.0,10.0,9.0,9.0
36928,33078339,Bushwick,Brooklyn,40.69179,-73.91404,2,1.0,1.0,1.0,$45.00,177,54,84.0,9.0,10.0,9.0,9.0,9.0
9984,8458863,Upper East Side,Manhattan,40.78465,-73.94914,3,1.0,0.0,1.0,$100.00,0,7,90.0,7.0,10.0,10.0,10.0,9.0
1685,819228,Harlem,Manhattan,40.82173,-73.95548,2,1.0,1.0,1.0,$60.00,241,36,91.0,9.0,10.0,10.0,10.0,9.0
15988,13779358,Jackson Heights,Queens,40.7532,-73.87731,4,1.0,1.0,3.0,$125.00,276,13,95.0,10.0,10.0,10.0,10.0,10.0
8583,7224484,Lower East Side,Manhattan,40.71992,-73.98822,3,1.0,0.0,1.0,$110.00,286,12,93.0,9.0,9.0,9.0,9.0,9.0
44884,39232856,Bedford-Stuyvesant,Brooklyn,40.68104,-73.90809,2,1.0,1.0,1.0,$29.00,65,4,100.0,10.0,10.0,10.0,9.0,10.0
23731,20968000,Murray Hill,Manhattan,40.74428,-73.97364,4,1.0,1.0,2.0,$186.00,0,16,100.0,10.0,10.0,10.0,10.0,10.0
37514,33663100,Harlem,Manhattan,40.80704,-73.95134,2,1.0,1.0,1.0,$73.00,90,21,100.0,10.0,10.0,10.0,10.0,10.0
36452,32618716,East New York,Brooklyn,40.66974,-73.89569,2,2.0,1.0,1.0,$38.00,28,19,93.0,10.0,10.0,10.0,9.0,9.0
14432,12792132,Gramercy,Manhattan,40.7367,-73.98099,2,1.0,0.0,2.0,$175.00,32,19,97.0,10.0,10.0,10.0,10.0,10.0
15811,13679698,Morningside Heights,Manhattan,40.80364,-73.96541,1,1.0,1.0,1.0,$69.00,0,1,100.0,8.0,10.0,10.0,10.0,10.0
33700,30200839,Bay Ridge,Brooklyn,40.63921,-74.02474,2,1.0,1.0,1.0,$90.00,47,34,97.0,10.0,10.0,10.0,9.0,10.0
21326,19072989,Williamsburg,Brooklyn,40.71172,-73.94143,2,1.0,1.0,1.0,$105.00,269,8,88.0,9.0,10.0,9.0,8.0,9.0
32695,29393659,Elmhurst,Queens,40.74111,-73.88184,7,1.0,3.0,5.0,$179.00,234,47,86.0,9.0,9.0,9.0,9.0,9.0
3182,2136293,Richmond Hill,Queens,40.70171,-73.82788,3,1.0,1.0,1.0,$65.00,37,196,95.0,10.0,10.0,10.0,9.0,10.0
36721,32839377,Gowanus,Brooklyn,40.67757,-73.98845,4,1.0,2.0,3.0,$139.00,195,53,94.0,10.0,10.0,10.0,10.0,10.0
33313,29936587,Mott Haven,Bronx,40.81167,-73.92729,4,2.0,1.0,2.0,$55.00,346,77,92.0,9.0,10.0,9.0,9.0,9.0
27144,23343836,Sunnyside,Queens,40.73272,-73.91826,3,1.0,1.0,1.0,$35.00,89,41,89.0,8.0,10.0,10.0,9.0,9.0
39781,35507424,Chelsea,Manhattan,40.7428,-73.9956,3,1.0,1.0,1.0,$290.00,0,7,97.0,10.0,9.0,9.0,10.0,10.0
25386,21967259,Chelsea,Manhattan,40.74918,-74.00369,4,2.5,2.0,2.0,$800.00,50,11,100.0,10.0,10.0,10.0,10.0,10.0
2616,1702581,Hell's Kitchen,Manhattan,40.76796,-73.98601,2,1.0,1.0,1.0,$65.00,102,280,92.0,10.0,10.0,10.0,10.0,9.0
26140,22341035,Jamaica,Queens,40.68804,-73.80564,1,1.0,1.0,1.0,$50.00,355,23,93.0,10.0,9.0,10.0,9.0,9.0
28921,25289848,Bedford-Stuyvesant,Brooklyn,40.68408,-73.95659,4,1.0,2.0,2.0,$150.00,0,4,100.0,10.0,10.0,10.0,10.0,9.0
29149,25545177,Ridgewood,Queens,40.7054,-73.90233,2,1.0,1.0,2.0,$100.00,89,18,87.0,9.0,10.0,8.0,9.0,8.0
5369,4296956,Canarsie,Brooklyn,40.63621,-73.89407,8,1.0,3.0,3.0,$210.00,365,22,91.0,9.0,10.0,10.0,9.0,9.0
23215,20582991,Murray Hill,Manhattan,40.74844,-73.97713,1,1.0,0.0,1.0,$130.00,365,2,100.0,10.0,10.0,10.0,10.0,10.0
33039,29712188,Edenwald,Bronx,40.885,-73.83518,1,1.0,1.0,1.0,$85.00,365,2,80.0,8.0,9.0,10.0,9.0,7.0
13204,11371535,Bronxdale,Bronx,40.85324,-73.86506,2,1.0,1.0,1.0,$40.00,335,93,95.0,9.0,10.0,10.0,9.0,10.0
35483,31514475,Morris Park,Bronx,40.85589,-73.85825,1,1.0,1.0,1.0,$49.00,311,5,100.0,10.0,10.0,9.0,10.0,10.0
22139,19712270,East Harlem,Manhattan,40.80109,-73.93975,2,1.0,1.0,1.0,$60.00,0,26,95.0,9.0,10.0,10.0,8.0,10.0
5222,4191257,Murray Hill,Manhattan,40.74643,-73.97536,3,1.5,1.0,1.0,$200.00,0,1,100.0,6.0,10.0,10.0,8.0,10.0
36536,32678246,Chelsea,Manhattan,40.74902,-73.99211,2,1.0,1.0,1.0,$100.00,363,88,84.0,9.0,10.0,9.0,10.0,8.0
27889,24122836,Flushing,Queens,40.76562,-73.8299,1,1.0,1.0,1.0,$45.00,77,142,98.0,10.0,10.0,10.0,10.0,10.0
36940,33097308,Clinton Hill,Brooklyn,40.68464,-73.96151,1,1.0,1.0,1.0,$40.00,57,17,96.0,9.0,10.0,10.0,10.0,10.0
32186,28890259,Harlem,Manhattan,40.82834,-73.94298,2,1.0,0.0,1.0,$75.00,0,8,90.0,9.0,10.0,10.0,9.0,10.0
25228,21893658,Williamsburg,Brooklyn,40.71296,-73.93838,2,1.0,1.0,1.0,$120.00,0,1,100.0,8.0,10.0,10.0,10.0,10.0
42529,37761279,Fresh Meadows,Queens,40.75311,-73.78193,2,1.0,1.0,2.0,$50.00,365,43,86.0,8.0,9.0,9.0,10.0,9.0
45287,39423534,Midtown,Manhattan,40.75379,-73.97286,2,1.0,1.0,1.0,$440.00,7,1,100.0,10.0,10.0,10.0,10.0,10.0
42334,37590270,Bushwick,Brooklyn,40.70307,-73.91647,2,1.0,1.0,1.0,$36.00,0,21,97.0,10.0,10.0,10.0,10.0,10.0
35102,31145654,Lower East Side,Manhattan,40.70991,-73.98835,1,1.0,1.0,1.0,$41.00,361,4,100.0,10.0,10.0,10.0,10.0,10.0
36554,32681581,Upper West Side,Manhattan,40.78313,-73.97953,2,1.0,1.0,1.0,$230.00,364,3,93.0,9.0,10.0,9.0,10.0,9.0
10649,9078739,Williamsburg,Brooklyn,40.71254,-73.96849,1,1.0,1.0,1.0,$80.00,0,38,91.0,9.0,10.0,10.0,9.0,9.0
22588,20017121,Bedford-Stuyvesant,Brooklyn,40.69444,-73.95257,3,1.0,2.0,2.0,$155.00,176,87,94.0,9.0,10.0,10.0,9.0,9.0
1180,557213,Harlem,Manhattan,40.80628,-73.9541,1,1.0,1.0,1.0,$88.00,0,178,92.0,10.0,9.0,9.0,10.0,9.0
30917,27545876,Hell's Kitchen,Manhattan,40.75953,-73.98938,2,1.0,1.0,1.0,$151.00,62,43,98.0,10.0,10.0,10.0,10.0,10.0
44230,38871574,West Brighton,Staten Island,40.62922,-74.11332,2,1.0,1.0,2.0,$50.00,356,3,93.0,9.0,10.0,10.0,10.0,8.0
5747,4606473,East Village,Manhattan,40.72887,-73.98633,4,1.0,2.0,3.0,$219.00,0,1,100.0,8.0,10.0,10.0,10.0,10.0
7772,6561328,Williamsburg,Brooklyn,40.70313,-73.93566,2,1.0,1.0,1.0,$42.00,0,1,100.0,10.0,10.0,10.0,10.0,10.0
9685,8173563,Bushwick,Brooklyn,40.70128,-73.92666,2,1.0,1.0,1.0,$45.00,0,7,80.0,7.0,8.0,8.0,9.0,9.0
3610,2524228,Borough Park,Brooklyn,40.64447,-73.99574,2,1.0,1.0,1.0,$49.00,163,107,83.0,8.0,10.0,9.0,9.0,9.0
45289,39424522,Bedford-Stuyvesant,Brooklyn,40.67805,-73.92186,6,1.0,2.0,2.0,$117.00,143,25,90.0,9.0,8.0,9.0,9.0,9.0
23372,20688175,Crown Heights,Brooklyn,40.67749,-73.94854,2,1.5,1.0,1.0,$125.00,356,51,99.0,10.0,10.0,10.0,10.0,10.0
47356,40424669,Crown Heights,Brooklyn,40.67787,-73.94662,2,1.0,1.0,1.0,$60.00,44,5,96.0,10.0,10.0,10.0,10.0,10.0
32766,29478604,Sunnyside,Queens,40.7366,-73.92358,1,1.0,1.0,1.0,$39.00,306,3,87.0,8.0,9.0,9.0,8.0,9.0
24994,21771169,West Village,Manhattan,40.72891,-74.00437,3,1.0,1.0,2.0,$220.00,0,3,80.0,6.0,10.0,10.0,10.0,8.0
6873,5659204,Washington Heights,Manhattan,40.83514,-73.94334,2,1.0,1.0,1.0,$78.00,300,3,80.0,10.0,7.0,9.0,9.0,9.0
35779,31879887,Bedford-Stuyvesant,Brooklyn,40.68636,-73.95577,4,1.0,1.0,1.0,$200.00,280,24,95.0,10.0,10.0,10.0,9.0,9.0
21928,19544478,Crown Heights,Brooklyn,40.67313,-73.96254,2,1.0,1.0,1.0,$100.00,89,8,98.0,9.0,10.0,10.0,10.0,10.0
3417,2298373,Rego Park,Queens,40.72988,-73.85773,4,1.0,1.0,4.0,$120.00,210,43,95.0,10.0,10.0,10.0,9.0,9.0
31650,28285760,Bedford-Stuyvesant,Brooklyn,40.68871,-73.92732,6,1.0,1.0,3.0,$197.00,142,92,96.0,10.0,10.0,10.0,9.0,9.0
42938,38063690,Harlem,Manhattan,40.82067,-73.94519,2,1.0,1.0,1.0,$58.00,365,4,90.0,10.0,10.0,10.0,10.0,9.0
14517,12853330,Harlem,Manhattan,40.82183,-73.9378,2,1.0,1.0,1.0,$60.00,0,1,80.0,6.0,8.0,10.0,10.0,10.0
13742,12009651,Harlem,Manhattan,40.8245,-73.94264,3,1.0,1.0,1.0,$99.00,266,11,100.0,10.0,10.0,10.0,10.0,10.0
25457,21994769,Mill Basin,Brooklyn,40.61224,-73.91854,6,1.0,2.0,2.0,$85.00,162,36,95.0,10.0,10.0,10.0,9.0,10.0
12889,10847901,Bensonhurst,Brooklyn,40.60729,-74.00117,2,1.0,1.0,1.0,$68.00,0,39,99.0,10.0,10.0,10.0,9.0,10.0
612,253471,Greenpoint,Brooklyn,40.73641,-73.9533,4,1.0,1.0,2.0,$199.00,349,24,97.0,9.0,9.0,10.0,9.0,9.0
32392,29081010,Flushing,Queens,40.75914,-73.83352,2,1.0,1.0,2.0,$70.00,1,19,97.0,9.0,10.0,10.0,10.0,9.0
192,57297,Cobble Hill,Brooklyn,40.68926,-73.99386,3,1.0,1.0,1.0,$159.00,317,239,94.0,10.0,10.0,10.0,10.0,9.0
7567,6385039,Bedford-Stuyvesant,Brooklyn,40.68473,-73.946,2,1.5,1.0,1.0,$64.00,276,149,97.0,10.0,10.0,10.0,10.0,10.0
49791,41601189,Bedford-Stuyvesant,Brooklyn,40.68843,-73.93001,3,1.5,1.0,1.0,$104.00,175,2,90.0,10.0,10.0,10.0,10.0,10.0
1417,702213,Williamsburg,Brooklyn,40.70751,-73.9467,1,1.0,1.0,1.0,$150.00,365,34,94.0,9.0,10.0,10.0,9.0,9.0
36345,32520381,Carroll Gardens,Brooklyn,40.67797,-73.99969,4,1.0,2.0,3.0,$199.00,35,42,98.0,10.0,10.0,10.0,10.0,10.0
31736,28359529,Upper East Side,Manhattan,40.76615,-73.95662,3,1.0,2.0,2.0,$300.00,364,17,96.0,10.0,10.0,10.0,10.0,9.0
11713,9804368,Chelsea,Manhattan,40.74566,-73.99989,6,1.0,2.0,2.0,$365.00,250,119,93.0,9.0,10.0,10.0,10.0,9.0
23482,20762089,Boerum Hill,Brooklyn,40.68418,-73.98373,6,1.0,2.0,4.0,$250.00,304,125,99.0,10.0,10.0,10.0,10.0,10.0
33003,29684573,East Flatbush,Brooklyn,40.64843,-73.93549,2,1.0,1.0,1.0,$40.00,348,46,100.0,10.0,10.0,10.0,10.0,10.0
25113,21834937,Bushwick,Brooklyn,40.69834,-73.93436,2,2.0,1.0,1.0,$50.00,0,1,100.0,8.0,10.0,10.0,10.0,10.0
4431,3511778,Greenwich Village,Manhattan,40.73331,-73.9941,2,1.0,1.0,1.0,$275.00,358,12,98.0,10.0,10.0,10.0,9.0,9.0
1537,763965,East Harlem,Manhattan,40.80826,-73.93401,2,1.0,1.0,1.0,$50.00,17,24,95.0,9.0,10.0,10.0,8.0,9.0
38091,34202651,Upper West Side,Manhattan,40.79097,-73.96885,7,2.0,3.0,5.0,$525.00,215,10,100.0,10.0,10.0,10.0,10.0,10.0
41825,37204742,Williamsburg,Brooklyn,40.70782,-73.95368,3,1.0,1.0,1.0,$99.00,156,32,97.0,10.0,10.0,10.0,10.0,9.0
10182,8647773,Park Slope,Brooklyn,40.67374,-73.97976,5,1.0,1.0,2.0,$149.00,239,123,97.0,10.0,10.0,10.0,10.0,10.0
34796,30937590,Murray Hill,Manhattan,40.74792,-73.97614,4,1.0,1.0,2.0,$249.00,323,18,93.0,9.0,10.0,10.0,10.0,9.0
2952,1981669,Prospect-Lefferts Gardens,Brooklyn,40.66362,-73.94926,2,1.0,1.0,1.0,$63.00,42,19,93.0,10.0,10.0,10.0,8.0,9.0
42293,37563625,East Harlem,Manhattan,40.78957,-73.94853,6,1.0,2.0,3.0,$219.00,257,14,83.0,9.0,9.0,9.0,9.0,8.0
42646,37855121,Upper East Side,Manhattan,40.77072,-73.95562,6,1.0,2.0,2.0,$259.00,139,14,81.0,9.0,9.0,9.0,10.0,8.0
3574,2488227,Lower East Side,Manhattan,40.72005,-73.98609,2,1.0,1.0,1.0,$180.00,62,72,92.0,8.0,10.0,10.0,10.0,9.0
38107,34206858,Chelsea,Manhattan,40.74914,-73.99471,2,1.0,1.0,1.0,$199.00,356,11,88.0,8.0,10.0,9.0,10.0,10.0
14096,12380717,Upper East Side,Manhattan,40.76769,-73.9585,2,1.0,1.0,1.0,$115.00,0,7,100.0,10.0,10.0,10.0,10.0,10.0
26859,23021186,Cypress Hills,Brooklyn,40.6784,-73.8924,2,1.0,1.0,1.0,$99.00,364,53,97.0,10.0,10.0,10.0,10.0,10.0
6559,5277117,Crown Heights,Brooklyn,40.67221,-73.95584,1,1.0,1.0,1.0,$50.00,0,1,100.0,8.0,10.0,10.0,8.0,10.0
2528,1613110,Greenpoint,Brooklyn,40.7257,-73.94181,2,1.0,0.0,0.0,$129.00,355,10,96.0,10.0,10.0,9.0,9.0,9.0
37592,33734068,Bedford-Stuyvesant,Brooklyn,40.69156,-73.93497,4,1.0,2.0,2.0,$125.00,41,26,100.0,10.0,10.0,10.0,9.0,10.0
7133,5986444,Hell's Kitchen,Manhattan,40.75709,-73.99545,3,1.0,1.0,2.0,$70.00,365,12,91.0,9.0,10.0,9.0,9.0,9.0
41384,36836336,Sunset Park,Brooklyn,40.65867,-73.99007,2,1.0,1.0,2.0,$100.00,51,6,93.0,10.0,10.0,10.0,9.0,9.0
24215,21293326,Lower East Side,Manhattan,40.71994,-73.98184,2,1.0,1.0,1.0,$150.00,74,47,98.0,10.0,10.0,10.0,10.0,10.0
39013,34903658,East Village,Manhattan,40.72649,-73.98433,3,1.0,2.0,1.0,$275.00,6,13,100.0,10.0,10.0,10.0,10.0,10.0
22398,19891485,Lower East Side,Manhattan,40.7177,-73.98245,2,1.0,1.0,1.0,$77.00,0,20,94.0,9.0,10.0,10.0,9.0,9.0
35585,31626920,Upper West Side,Manhattan,40.7733,-73.98913,2,1.0,1.0,1.0,$50.00,0,3,87.0,9.0,9.0,10.0,9.0,9.0
48540,40952888,Bushwick,Brooklyn,40.69327,-73.90495,2,1.0,1.0,0.0,$80.00,3,1,100.0,10.0,10.0,10.0,10.0,10.0
4710,3757178,Tribeca,Manhattan,40.71726,-74.01134,4,1.0,1.0,3.0,$200.00,0,16,95.0,10.0,10.0,10.0,10.0,10.0
6451,5116726,Park Slope,Brooklyn,40.67034,-73.97512,8,2.5,4.0,6.0,$995.00,352,52,99.0,10.0,10.0,10.0,10.0,9.0
28177,24452770,Boerum Hill,Brooklyn,40.68944,-73.98904,2,1.0,0.0,1.0,$125.00,8,3,100.0,10.0,10.0,9.0,10.0,10.0
22526,19979903,Ditmars Steinway,Queens,40.77233,-73.911,1,1.0,1.0,1.0,$75.00,0,2,100.0,10.0,10.0,10.0,8.0,10.0
23568,20826700,East Village,Manhattan,40.73105,-73.98195,4,1.0,1.0,2.0,$150.00,98,59,97.0,10.0,10.0,10.0,10.0,10.0
33967,30387820,Chelsea,Manhattan,40.73925,-73.99624,2,1.0,0.0,1.0,$276.00,322,1,80.0,6.0,10.0,10.0,10.0,6.0
43798,38600357,Financial District,Manhattan,40.70724,-74.00582,2,1.0,1.0,1.0,$252.00,338,1,100.0,10.0,10.0,10.0,10.0,10.0
43898,38662200,Sunset Park,Brooklyn,40.63989,-74.01818,2,2.0,1.0,1.0,$45.00,88,23,92.0,9.0,9.0,9.0,9.0,9.0
23033,20406627,Jackson Heights,Queens,40.75001,-73.87358,1,1.0,1.0,1.0,$80.00,0,9,98.0,10.0,10.0,10.0,10.0,10.0
26719,22862877,Midwood,Brooklyn,40.62427,-73.96194,3,1.0,1.0,3.0,$69.00,253,93,97.0,9.0,10.0,10.0,10.0,10.0
15744,13651334,Harlem,Manhattan,40.82633,-73.94459,4,1.0,1.0,2.0,$60.00,359,1,80.0,10.0,10.0,10.0,6.0,8.0
22122,19699218,Chinatown,Manhattan,40.71353,-73.99632,2,1.0,1.0,1.0,$115.00,0,18,96.0,10.0,10.0,10.0,10.0,10.0
25424,21981789,Lower East Side,Manhattan,40.7128,-73.99045,2,1.0,1.0,1.0,$88.00,110,76,86.0,8.0,10.0,10.0,9.0,9.0
5373,4303600,Bedford-Stuyvesant,Brooklyn,40.68531,-73.95185,1,1.5,1.0,1.0,$64.00,332,45,97.0,10.0,10.0,10.0,9.0,10.0
30970,27585912,East Flatbush,Brooklyn,40.65181,-73.91672,2,1.0,1.0,1.0,$65.00,179,4,100.0,10.0,10.0,10.0,10.0,10.0
8093,6806165,Washington Heights,Manhattan,40.8334,-73.93913,2,1.0,1.0,1.0,$81.00,0,8,98.0,10.0,10.0,10.0,9.0,9.0
27327,23557996,Bushwick,Brooklyn,40.70199,-73.92035,3,1.0,1.0,1.0,$45.00,0,14,91.0,9.0,9.0,9.0,9.0,9.0
21037,18840866,Upper East Side,Manhattan,40.76749,-73.96246,2,1.0,1.0,1.0,$205.00,76,26,97.0,10.0,10.0,10.0,10.0,9.0
1865,919830,Chelsea,Manhattan,40.74605,-73.99906,2,1.0,1.0,1.0,$125.00,147,182,96.0,10.0,10.0,10.0,10.0,10.0
25196,21876299,Lower East Side,Manhattan,40.72083,-73.99308,2,1.0,0.0,1.0,$150.00,221,3,93.0,9.0,10.0,10.0,9.0,9.0
39012,34903478,Bushwick,Brooklyn,40.68757,-73.91343,2,2.0,1.0,1.0,$65.00,9,5,84.0,8.0,9.0,10.0,8.0,8.0
3013,2031495,Upper West Side,Manhattan,40.79675,-73.96916,2,1.5,1.0,1.0,$100.00,0,11,93.0,9.0,10.0,10.0,9.0,9.0
27167,23370484,Williamsburg,Brooklyn,40.71782,-73.96318,8,1.0,2.0,2.0,"$1,000.00",179,1,100.0,8.0,10.0,10.0,10.0,8.0
40860,36359394,Sunset Park,Brooklyn,40.64372,-74.00656,4,1.0,1.0,2.0,$120.00,315,19,99.0,10.0,10.0,10.0,10.0,10.0
16749,14421258,Williamsburg,Brooklyn,40.71346,-73.95689,2,1.0,1.0,1.0,$42.00,0,4,100.0,10.0,10.0,10.0,10.0,9.0
