,id,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,accommodates,bathrooms,bedrooms,beds,price,availability_365,number_of_reviews,review_scores_rating,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value
29415,25941089,Bedford-Stuyvesant,Brooklyn,40.68847,-73.93054,2,1.0,1.0,1.0,$80.00,0,9,93.0,9.0,10.0,10.0,9.0,9.0
25401,21972082,Lower East Side,Manhattan,40.71172,-73.98665,1,1.5,1.0,1.0,$40.00,365,3,60.0,5.0,7.0,5.0,7.0,5.0
26145,22342382,Ditmars Steinway,Queens,40.77233,-73.91251,2,1.0,1.0,1.0,$50.00,215,53,94.0,10.0,10.0,10.0,10.0,10.0
7770,6560257,Upper West Side,Manhattan,40.79222,-73.96445,3,1.0,1.0,1.0,"$1,000.00",364,27,97.0,10.0,9.0,10.0,10.0,10.0
47096,40307722,Harlem,Manhattan,40.82982,-73.94891,3,1.0,1.0,1.0,$69.00,354,7,100.0,9.0,10.0,10.0,10.0,10.0
27511,23713463,Harlem,Manhattan,40.82065,-73.95444,2,1.0,0.0,1.0,$70.00,0,6,100.0,10.0,10.0,10.0,10.0,10.0
43014,38130988,East Elmhurst,Queens,40.75603,-73.88561,6,1.0,2.0,4.0,$190.00,362,14,89.0,9.0,9.0,9.0,9.0,9.0
1377,678593,Crown Heights,Brooklyn,40.67245,-73.95213,2,1.0,1.0,1.0,$42.00,364,33,84.0,7.0,9.0,9.0,9.0,8.0
24917,21736164,Bedford-Stuyvesant,Brooklyn,40.68145,-73.93132,2,1.0,1.0,1.0,$73.00,0,2,100.0,10.0,10.0,10.0,10.0,10.0
16907,14609167,Flatbush,Brooklyn,40.65477,-73.95368,4,1.0,2.0,3.0,$49.00,363,12,98.0,10.0,10.0,10.0,9.0,9.0
36560,32683537,Theater District,Manhattan,40.75987,-73.98758,2,1.0,1.0,1.0,$304.00,357,25,82.0,9.0,10.0,9.0,10.0,8.0
2538,1623431,Midtown,Manhattan,40.7513,-73.97239,2,1.0,1.0,1.0,$249.00,87,1,100.0,10.0,10.0,10.0,10.0,10.0
34445,30677434,Flushing,Queens,40.72859,-73.80899,2,1.0,1.0,1.0,$85.00,62,31,99.0,10.0,10.0,10.0,10.0,10.0
40894,36388492,Long Island City,Queens,40.75559,-73.94106,2,1.0,1.0,1.0,$101.00,338,15,83.0,9.0,9.0,9.0,8.0,9.0
20465,18288371,Chelsea,Manhattan,40.74672,-74.00187,3,1.0,1.0,2.0,$195.00,0,38,99.0,10.0,10.0,10.0,10.0,10.0
12774,10681555,Hell's Kitchen,Manhattan,40.7653,-73.98536,3,1.0,0.0,2.0,$117.00,302,2,90.0,8.0,10.0,10.0,9.0,9.0
4875,3887138,Prospect Heights,Brooklyn,40.6742,-73.96639,4,1.5,3.0,2.0,$200.00,0,2,100.0,10.0,9.0,10.0,10.0,10.0
29803,26360690,Prospect-Lefferts Gardens,Brooklyn,40.65529,-73.95971,4,1.0,1.0,1.0,$125.00,0,36,100.0,10.0,10.0,10.0,9.0,10.0
11526,9712682,Fort Greene,Brooklyn,40.68792,-73.97904,4,1.0,1.0,2.0,$210.00,224,137,98.0,10.0,10.0,10.0,10.0,10.0
24445,21450176,Midtown,Manhattan,40.75089,-73.9706,4,1.0,1.0,1.0,$145.00,0,25,98.0,10.0,10.0,10.0,10.0,10.0
22775,20176000,Williamsbridge,Bronx,40.88032,-73.85877,2,1.0,1.0,2.0,$45.00,365,33,95.0,10.0,10.0,10.0,9.0,10.0
5679,4550602,Crown Heights,Brooklyn,40.6759,-73.95274,3,2.0,1.0,2.0,$80.00,364,85,93.0,9.0,10.0,9.0,9.0,9.0
19948,17728927,Upper West Side,Manhattan,40.7975,-73.97161,2,1.0,1.0,1.0,$225.00,62,100,99.0,10.0,10.0,10.0,10.0,10.0
18990,16546903,Harlem,Manhattan,40.80931,-73.9412,2,1.0,1.0,1.0,$159.00,1,83,99.0,10.0,10.0,10.0,10.0,10.0
6743,5505918,Gramercy,Manhattan,40.73305,-73.98255,2,1.0,1.0,1.0,$73.00,0,4,100.0,10.0,10.0,10.0,10.0,10.0
14264,12600583,Upper East Side,Manhattan,40.78305,-73.95381,1,1.0,1.0,1.0,$49.00,0,3,100.0,10.0,9.0,9.0,10.0,10.0
46060,39810076,Kips Bay,Manhattan,40.74047,-73.97952,3,1.0,1.0,1.0,$150.00,32,5,96.0,10.0,10.0,10.0,10.0,10.0
46834,40183540,Lower East Side,Manhattan,40.72004,-73.98625,2,1.0,1.0,1.0,$150.00,150,7,91.0,10.0,10.0,10.0,9.0,9.0
33343,29958511,Ridgewood,Queens,40.70591,-73.89849,4,1.0,1.0,2.0,$99.00,61,3,100.0,10.0,10.0,10.0,10.0,10.0
7468,6316121,Bedford-Stuyvesant,Brooklyn,40.68321,-73.93666,2,1.0,1.0,1.0,$132.00,289,124,99.0,10.0,10.0,10.0,10.0,10.0
20278,18094196,Upper East Side,Manhattan,40.7709,-73.95508,3,1.0,1.0,3.0,$130.00,21,8,97.0,9.0,10.0,10.0,10.0,9.0
35814,31901107,Prospect Heights,Brooklyn,40.67445,-73.96413,2,1.0,1.0,1.0,$46.00,7,7,95.0,10.0,10.0,10.0,10.0,10.0
28411,24732245,Bushwick,Brooklyn,40.7016,-73.91533,1,1.0,1.0,1.0,$40.00,0,3,100.0,10.0,10.0,9.0,9.0,10.0
4914,3923128,Upper East Side,Manhattan,40.77237,-73.95536,2,1.0,1.0,1.0,$117.00,365,4,95.0,10.0,10.0,10.0,10.0,8.0
32135,28820641,SoHo,Manhattan,40.72608,-74.00336,6,1.0,2.0,2.0,$350.00,276,59,97.0,10.0,9.0,10.0,10.0,9.0
39230,35064797,West Village,Manhattan,40.73435,-74.00392,1,1.0,1.0,1.0,$90.00,76,16,99.0,10.0,10.0,10.0,10.0,10.0
29757,26320074,Prospect Heights,Brooklyn,40.67953,-73.97303,5,2.0,3.0,4.0,$449.00,320,47,95.0,10.0,10.0,10.0,10.0,9.0
36190,32343097,Nolita,Manhattan,40.71996,-73.99548,2,1.0,1.0,1.0,$125.00,0,5,96.0,10.0,10.0,10.0,10.0,10.0
11052,9404707,East Village,Manhattan,40.73047,-73.98576,2,1.0,0.0,1.0,$190.00,0,10,96.0,10.0,10.0,10.0,10.0,10.0
24351,21381272,Hell's Kitchen,Manhattan,40.76152,-73.98959,2,1.0,1.0,1.0,$91.00,121,38,89.0,9.0,9.0,9.0,10.0,9.0
18477,16244096,Sunset Park,Brooklyn,40.64318,-74.01329,2,2.0,1.0,1.0,$50.00,0,1,100.0,10.0,10.0,10.0,10.0,10.0
17505,15287016,Nolita,Manhattan,40.7215,-73.99395,2,1.0,1.0,1.0,$85.00,0,5,100.0,10.0,10.0,10.0,10.0,10.0
17928,15773659,Chelsea,Manhattan,40.74124,-74.00025,2,1.0,0.0,2.0,$150.00,0,1,80.0,10.0,10.0,10.0,10.0,10.0
855,361803,Upper East Side,Manhattan,40.77584,-73.9502,3,1.0,1.0,2.0,$115.00,0,12,92.0,9.0,8.0,9.0,10.0,9.0
48937,41122567,Elmhurst,Queens,40.7473,-73.87299,6,1.0,0.0,3.0,$115.00,175,5,84.0,8.0,8.0,8.0,8.0,8.0
18318,16146442,Crown Heights,Brooklyn,40.66838,-73.93134,2,1.0,1.0,1.0,$50.00,0,28,98.0,10.0,10.0,10.0,9.0,10.0
2508,1586608,Park Slope,Brooklyn,40.67659,-73.97758,2,1.0,1.0,1.0,$60.00,41,13,91.0,8.0,10.0,10.0,10.0,9.0
38852,34744834,Prospect-Lefferts Gardens,Brooklyn,40.65556,-73.95674,2,1.0,1.0,1.0,$120.00,269,18,96.0,10.0,10.0,10.0,10.0,10.0
25786,22174455,Harlem,Manhattan,40.82434,-73.95066,6,1.0,2.0,3.0,$200.00,0,14,91.0,9.0,10.0,9.0,9.0,9.0
23840,21029490,Greenpoint,Brooklyn,40.72386,-73.94085,1,1.0,1.0,1.0,$50.00,0,1,80.0,8.0,10.0,10.0,6.0,10.0
39362,35166290,Harlem,Manhattan,40.81979,-73.95297,1,1.0,1.0,1.0,$55.00,173,11,100.0,10.0,10.0,10.0,9.0,10.0
15885,13726934,East Village,Manhattan,40.72376,-73.98303,3,1.0,1.0,1.0,$30.00,0,10,96.0,10.0,10.0,10.0,10.0,10.0
21900,19528326,Kips Bay,Manhattan,40.74008,-73.97936,3,1.0,1.0,1.0,$110.00,60,69,86.0,9.0,9.0,10.0,9.0,9.0
579,241159,Bedford-Stuyvesant,Brooklyn,40.69221,-73.95866,2,1.0,1.0,1.0,$110.00,2,8,100.0,10.0,10.0,10.0,9.0,10.0
31874,28515078,Harlem,Manhattan,40.82778,-73.94995,2,1.0,2.0,1.0,$150.00,0,7,100.0,10.0,10.0,10.0,10.0,10.0
4231,3286880,Harlem,Manhattan,40.82745,-73.94252,4,1.0,1.0,2.0,$90.00,4,10,100.0,9.0,10.0,10.0,10.0,10.0
67,18590,Fort Greene,Brooklyn,40.6932,-73.97267,2,1.5,1.0,1.0,$95.00,169,152,97.0,10.0,10.0,10.0,10.0,10.0
50152,41798372,East Harlem,Manhattan,40.80833,-73.93909,1,1.0,1.0,0.0,$51.00,125,2,100.0,10.0,10.0,10.0,10.0,10.0
15127,13276227,Harlem,Manhattan,40.81627,-73.93512,1,1.5,1.0,1.0,$110.00,287,9,98.0,10.0,10.0,10.0,10.0,9.0
47809,40640771,Jamaica,Queens,40.69404,-73.81025,2,1.0,1.0,1.0,$47.00,325,13,97.0,9.0,10.0,10.0,10.0,10.0
36904,33049409,Flatlands,Brooklyn,40.62536,-73.94142,6,1.0,2.0,3.0,$110.00,0,3,73.0,7.0,9.0,9.0,9.0,7.0
14715,13023771,Prospect-Lefferts Gardens,Brooklyn,40.65719,-73.95245,1,1.0,1.0,0.0,$100.00,333,16,95.0,9.0,10.0,10.0,9.0,10.0
4815,3839364,Fieldston,Bronx,40.89022,-73.9039,2,1.0,1.0,2.0,$90.00,31,4,100.0,10.0,10.0,10.0,10.0,10.0
14375,12733742,Harlem,Manhattan,40.82555,-73.95159,1,1.0,1.0,1.0,$45.00,0,1,100.0,10.0,10.0,10.0,10.0,10.0
37086,33254187,Washington Heights,Manhattan,40.84232,-73.93772,2,1.0,1.0,1.0,$60.00,0,12,95.0,10.0,10.0,10.0,9.0,10.0
8954,7561847,Harlem,Manhattan,40.82112,-73.94962,3,1.0,1.0,1.0,$150.00,18,8,97.0,9.0,9.0,10.0,9.0,9.0
33809,30291283,East Village,Manhattan,40.72861,-73.97734,2,1.0,1.0,1.0,$160.00,82,5,84.0,8.0,8.0,8.0,10.0,8.0
48260,40841647,Woodhaven,Queens,40.69364,-73.86287,2,1.5,1.0,1.0,$70.00,352,10,98.0,10.0,10.0,10.0,9.0,10.0
2885,1937226,Harlem,Manhattan,40.80874,-73.94756,7,1.0,3.0,3.0,$174.00,95,194,90.0,9.0,9.0,9.0,10.0,9.0
7287,6152725,East Elmhurst,Queens,40.76509,-73.877,9,1.0,4.0,5.0,$275.00,323,103,94.0,10.0,10.0,10.0,9.0,9.0
24408,21422721,Astoria,Queens,40.76818,-73.92613,2,1.0,1.0,2.0,$65.00,326,144,93.0,9.0,10.0,10.0,10.0,9.0
33184,29854034,Long Island City,Queens,40.74635,-73.94035,2,1.0,1.0,0.0,$120.00,17,3,100.0,9.0,10.0,10.0,9.0,10.0
2558,1645915,South Slope,Brooklyn,40.66623,-73.98217,3,1.0,2.0,2.0,$115.00,177,206,90.0,9.0,10.0,10.0,10.0,9.0
10426,8881955,Crown Heights,Brooklyn,40.67052,-73.95621,2,1.0,1.0,1.0,$60.00,0,1,100.0,10.0,10.0,10.0,10.0,10.0
46116,39837477,Ridgewood,Queens,40.70989,-73.9,4,1.0,1.0,2.0,$83.00,0,10,96.0,9.0,10.0,10.0,10.0,10.0
49413,41397011,East Harlem,Manhattan,40.79703,-73.94283,2,1.0,1.0,1.0,$46.00,77,1,100.0,10.0,10.0,10.0,10.0,10.0
45546,39538350,Bushwick,Brooklyn,40.68056,-73.90626,3,1.0,1.0,2.0,$50.00,160,5,92.0,8.0,10.0,10.0,10.0,9.0
18682,16353458,Greenpoint,Brooklyn,40.73475,-73.95543,5,1.0,2.0,2.0,$150.00,0,4,100.0,10.0,10.0,10.0,9.0,10.0
18312,16143977,Bedford-Stuyvesant,Brooklyn,40.68423,-73.95715,4,1.0,2.0,3.0,$209.00,49,8,100.0,10.0,10.0,10.0,10.0,10.0
36148,32303970,Williamsburg,Brooklyn,40.70766,-73.94974,2,1.0,1.0,1.0,$70.00,94,77,95.0,9.0,9.0,10.0,10.0,9.0
20618,18448556,Upper East Side,Manhattan,40.77409,-73.94995,1,1.0,1.0,1.0,$120.00,0,9,100.0,10.0,10.0,10.0,10.0,9.0
25517,22026830,South Slope,Brooklyn,40.66615,-73.98747,3,1.0,2.0,2.0,$131.00,54,92,97.0,10.0,10.0,10.0,10.0,10.0
557,233662,Midtown,Manhattan,40.75575,-73.96842,2,1.0,1.0,1.0,$110.00,180,66,97.0,10.0,10.0,10.0,10.0,10.0
45448,39508474,Upper West Side,Manhattan,40.80233,-73.97011,1,1.0,0.0,1.0,$145.00,178,3,100.0,10.0,10.0,10.0,10.0,10.0
17463,15230962,Harlem,Manhattan,40.81646,-73.94506,3,1.0,1.0,1.0,$110.00,23,35,99.0,10.0,10.0,10.0,10.0,10.0
23833,21026558,Upper West Side,Manhattan,40.78628,-73.97482,2,1.0,1.0,2.0,$250.00,177,7,100.0,10.0,10.0,10.0,10.0,10.0
28038,24287857,Astoria,Queens,40.76387,-73.90995,5,1.0,1.0,3.0,$79.00,311,102,95.0,9.0,10.0,10.0,9.0,9.0
43594,38486378,Financial District,Manhattan,40.70637,-74.00701,8,3.0,3.0,4.0,$636.00,293,6,93.0,9.0,9.0,9.0,9.0,9.0
20769,18593138,Prospect-Lefferts Gardens,Brooklyn,40.65746,-73.95221,2,1.0,1.0,1.0,$90.00,70,60,97.0,10.0,10.0,10.0,9.0,10.0
3584,2501384,Boerum Hill,Brooklyn,40.68844,-73.98513,2,1.0,1.0,1.0,$90.00,0,5,100.0,10.0,10.0,10.0,10.0,10.0
41127,36599421,Chinatown,Manhattan,40.71584,-73.9943,1,1.0,1.0,1.0,$75.00,353,6,60.0,7.0,7.0,6.0,8.0,6.0
41331,36772842,Hell's Kitchen,Manhattan,40.76513,-73.98895,2,1.0,1.0,1.0,$100.00,2,15,99.0,10.0,10.0,10.0,10.0,10.0
41045,36531254,Cobble Hill,Brooklyn,40.68684,-73.99076,2,1.5,1.0,1.0,$185.00,45,2,100.0,9.0,10.0,10.0,10.0,9.0
18445,16227469,Upper East Side,Manhattan,40.77585,-73.95754,2,1.0,1.0,2.0,$132.00,364,17,89.0,9.0,9.0,10.0,10.0,9.0
34834,30950818,Bedford-Stuyvesant,Brooklyn,40.68358,-73.91775,2,1.0,1.0,1.0,$50.00,23,26,92.0,9.0,9.0,10.0,9.0,9.0
24073,21204708,East Village,Manhattan,40.7269,-73.9847,2,1.0,0.0,1.0,$142.00,0,22,96.0,9.0,10.0,10.0,10.0,9.0
31634,28261992,Bushwick,Brooklyn,40.6951,-73.92981,2,2.5,1.0,1.0,$48.00,0,5,88.0,6.0,9.0,10.0,9.0,9.0
10432,8884181,Bedford-Stuyvesant,Brooklyn,40.68846,-73.95653,6,1.0,3.0,4.0,$200.00,185,135,91.0,9.0,9.0,9.0,9.0,9.0
28875,25232008,Midtown,Manhattan,40.76457,-73.97518,1,1.0,1.0,0.0,$166.00,173,1,100.0,10.0,10.0,10.0,10.0,10.0
5452,4378816,Bushwick,Brooklyn,40.70253,-73.92898,2,1.0,1.0,1.0,$60.00,355,76,91.0,9.0,10.0,10.0,10.0,9.0
28903,25267333,Canarsie,Brooklyn,40.63491,-73.91163,4,1.0,2.0,2.0,$92.00,179,24,97.0,10.0,10.0,10.0,10.0,10.0
31665,28303888,Crown Heights,Brooklyn,40.67085,-73.93866,2,1.5,1.0,1.0,$60.00,45,9,95.0,9.0,10.0,10.0,9.0,10.0
12689,10545027,Clinton Hill,Brooklyn,40.68895,-73.96489,2,1.0,1.0,1.0,$220.00,347,18,99.0,10.0,10.0,10.0,10.0,9.0
4001,3038614,Bedford-Stuyvesant,Brooklyn,40.68596,-73.95837,5,2.0,2.0,2.0,$125.00,357,4,93.0,9.0,10.0,10.0,9.0,9.0
42530,37763951,Upper East Side,Manhattan,40.78315,-73.94827,6,1.0,2.0,3.0,$350.00,54,13,80.0,8.0,8.0,9.0,9.0,8.0
35158,31188274,Elmhurst,Queens,40.73429,-73.87237,6,2.0,3.0,3.0,$400.00,125,21,83.0,7.0,9.0,8.0,9.0,9.0
28008,24265776,Flatbush,Brooklyn,40.64741,-73.97102,2,1.0,1.0,1.0,$65.00,88,86,94.0,10.0,10.0,10.0,10.0,10.0
45514,39531868,Upper West Side,Manhattan,40.80005,-73.95943,1,1.0,1.0,1.0,$59.00,0,2,100.0,9.0,10.0,10.0,10.0,10.0
44649,39110082,Brighton Beach,Brooklyn,40.57548,-73.96984,1,1.0,1.0,3.0,$20.00,294,3,100.0,9.0,10.0,10.0,10.0,10.0
10007,8481074,East Village,Manhattan,40.72767,-73.98452,4,1.0,2.0,2.0,$250.00,0,2,100.0,9.0,10.0,10.0,10.0,10.0
41019,36514576,Chinatown,Manhattan,40.71804,-73.99586,6,2.0,2.0,3.0,$549.00,270,18,98.0,9.0,10.0,10.0,10.0,10.0
36053,32207090,Harlem,Manhattan,40.81401,-73.95393,3,1.0,1.0,3.0,$65.00,365,2,100.0,10.0,10.0,10.0,8.0,10.0
45423,39500583,Edenwald,Bronx,40.88617,-73.84272,4,1.0,1.0,1.0,$49.00,349,10,88.0,8.0,8.0,8.0,8.0,9.0
41648,37053273,East New York,Brooklyn,40.65884,-73.8886,4,1.0,2.0,3.0,$95.00,137,13,92.0,10.0,10.0,9.0,10.0,10.0
33689,30187331,Ditmars Steinway,Queens,40.77568,-73.90303,2,1.0,1.0,1.0,$100.00,0,2,100.0,10.0,10.0,10.0,10.0,9.0
45055,39319256,Elmhurst,Queens,40.74034,-73.8697,2,1.0,1.0,2.0,$37.00,219,1,60.0,10.0,4.0,4.0,10.0,8.0
43081,38163106,Elmhurst,Queens,40.74386,-73.88712,2,1.0,1.0,1.0,$47.00,78,15,97.0,10.0,10.0,10.0,10.0,9.0
27381,23610557,Bushwick,Brooklyn,40.70374,-73.92497,2,1.0,1.0,1.0,$45.00,0,17,98.0,10.0,10.0,9.0,10.0,10.0
11711,9804243,Bedford-Stuyvesant,Brooklyn,40.69027,-73.95021,2,1.0,1.0,1.0,$60.00,0,4,87.0,7.0,10.0,9.0,8.0,9.0
14751,13045257,Upper East Side,Manhattan,40.77854,-73.95073,1,1.0,1.0,1.0,$40.00,103,26,95.0,9.0,9.0,10.0,10.0,9.0
21297,19056694,Williamsburg,Brooklyn,40.71122,-73.93946,2,1.0,1.0,1.0,$170.00,0,7,100.0,10.0,10.0,10.0,9.0,9.0
47617,40539548,Bushwick,Brooklyn,40.70506,-73.9183,5,1.0,1.0,2.0,$65.00,13,1,100.0,10.0,10.0,10.0,10.0,10.0
43365,38374793,Theater District,Manhattan,40.75874,-73.98383,2,1.0,1.0,1.0,"$10,000.00",342,2,90.0,9.0,8.0,7.0,10.0,9.0
48219,40821758,Astoria,Queens,40.76076,-73.92398,6,1.0,2.0,3.0,$75.00,55,4,70.0,8.0,10.0,9.0,10.0,7.0
7702,6493181,Upper East Side,Manhattan,40.77025,-73.95491,3,1.0,1.0,2.0,$200.00,183,118,93.0,9.0,9.0,9.0,10.0,9.0
40847,36352170,Bensonhurst,Brooklyn,40.62056,-74.00225,2,1.0,1.0,1.0,$50.00,316,2,100.0,10.0,10.0,10.0,10.0,9.0
19099,16652059,Williamsburg,Brooklyn,40.70987,-73.9472,2,1.0,1.0,1.0,$65.00,0,10,86.0,7.0,10.0,10.0,10.0,9.0
43421,38390610,Jackson Heights,Queens,40.75028,-73.87948,1,1.5,1.0,1.0,$38.00,322,1,100.0,10.0,10.0,10.0,10.0,10.0
30714,27369713,Jackson Heights,Queens,40.75589,-73.85755,2,1.0,1.0,1.0,$60.00,330,60,99.0,10.0,10.0,10.0,9.0,10.0
30445,27061785,Gramercy,Manhattan,40.7348,-73.98312,1,1.0,1.0,1.0,$189.00,0,1,100.0,10.0,10.0,10.0,10.0,10.0
14894,13126457,Long Island City,Queens,40.74226,-73.94999,4,1.0,2.0,2.0,$151.00,61,104,98.0,10.0,10.0,10.0,10.0,10.0
46787,40170976,Upper West Side,Manhattan,40.78162,-73.98034,6,3.0,3.0,3.0,$900.00,61,5,100.0,10.0,10.0,10.0,10.0,9.0
45369,39467192,Rockaway Beach,Queens,40.58565,-73.81624,6,1.5,2.0,3.0,$149.00,87,5,88.0,9.0,10.0,10.0,9.0,9.0
2480,1533652,Upper West Side,Manhattan,40.78357,-73.97268,2,1.0,1.0,1.0,$121.00,111,90,95.0,10.0,10.0,10.0,10.0,10.0
13162,11316570,Bedford-Stuyvesant,Brooklyn,40.69873,-73.93937,1,1.0,1.0,1.0,$30.00,0,2,90.0,8.0,7.0,8.0,9.0,9.0
33749,30248002,Prospect-Lefferts Gardens,Brooklyn,40.66191,-73.94137,2,2.0,1.0,2.0,$70.00,160,22,91.0,9.0,10.0,10.0,9.0,9.0
20986,18790004,East Village,Manhattan,40.72791,-73.98929,2,1.0,1.0,1.0,$150.00,0,5,90.0,8.0,9.0,10.0,10.0,9.0
25722,22142447,Chelsea,Manhattan,40.73989,-73.99863,4,2.0,2.0,4.0,$485.00,0,1,100.0,8.0,10.0,10.0,10.0,8.0
42083,37399338,Williamsburg,Brooklyn,40.71701,-73.95565,2,1.0,1.0,1.0,$77.00,365,5,88.0,10.0,9.0,10.0,9.0,8.0
6796,5567220,East Harlem,Manhattan,40.80015,-73.94043,5,1.0,2.0,3.0,$100.00,0,32,88.0,10.0,9.0,9.0,8.0,9.0
3321,2243462,East Village,Manhattan,40.72641,-73.99032,3,1.0,1.0,1.0,$385.00,40,9,98.0,10.0,10.0,10.0,10.0,9.0
44301,38908592,Hell's Kitchen,Manhattan,40.75453,-73.99703,2,1.0,2.0,2.0,$250.00,143,1,100.0,10.0,10.0,10.0,10.0,10.0
5364,4295603,Greenpoint,Brooklyn,40.7255,-73.9409,2,1.0,0.0,0.0,$129.00,222,1,40.0,10.0,10.0,4.0,8.0,4.0
